type count length
Pamantasan 1 10
unang 1 5
nag 1 3
limbag 1 6
pahayag 1 7
Ipinalimbag 1 11
Kagawaran 1 9
Kabatirang 1 10
Pangmadla 1 9
PANDAIGDIG 1 10
NA 1 2
MGA 1 3
KARAPATAN 1 9
TAO 1 3
PANIMULA 1 8
katutubong 1 10
karan 1 5
galan 1 5
maikakait 1 9
nabibilang 1 10
angkan 1 6
siyang 1 6
katarungan 1 10
pagwawalang 1 11
bahala 1 6
pagl 1 4
alapastangan 1 12
nagbunga 1 8
maka 1 4
humamak 1 7
sangkatauhan 1 12
pagdatal 1 8
pagsasalit 1 10
kaligtasan 1 10
pangamba 1 8
pagdaralita 1 11
ipinahayag 1 10
pinakamataas 1 12
mithiin 1 7
karaniwang 1 10
p 1 1
ipiliting 1 9
manghawakan 1 11
huling 1 6
magagawa 1 8
paghihimagsik 1 13
paniniil 1 8
aapi 1 4
mapangalagaan 1 13
paghahari 1 9
mahalagang 1 10
nagpatibay 1 10
Karta 1 5
pananalig 1 9
Saligang 1 8
kahalagahan 1 11
lalaki 1 6
babae 1 5
nagpapasiyang 1 13
mabubuting 1 10
malaking 1 8
Kasaping 1 8
nangak 1 6
tamuhin 1 7
pakikipagtulungan 1 17
pagtataguyod 1 12
pagkakaunawa 1 12
pagsasakatuparan 1 16
pangakong 1 9
Ngayon 1 6
Samakatuwid 1 11
Pangkalahatang 1 14
nagpapahayag 1 12
Pagpapahayag 1 12
pam 1 3
antayang 1 8
maisasagawa 1 11
layuning 1 8
baw 1 3
galamay 1 7
laging 1 6
isip 1 4
magsik 1 6
ap 1 2
maitaguyod 1 10
ggalang 1 7
pagsul 1 6
ong 1 3
makamtan 1 8
pangkalahatan 1 13
pagk 1 4
ilala 1 5
Kasa 1 4
ping 1 4
nasasakupan 1 11
isinilang 1 9
pinagkalooban 1 13
magpalagayan 1 12
diwa 1 4
pagkakapatiran 1 14
kulay 1 5
kasarian 1 8
wika 1 4
kurong 1 6
pinagmulang 1 11
kapanganakan 1 12
katayuan 1 8
Bukod 1 5
pagtatanging 1 12
gagawin 1 7
katayuang 1 9
hurisdiksiyunal 1 15
teritoryong 1 11
nagsasarili 1 11
initiwala 1 9
nakapamamahala 1 14
soberanya 1 9
aalipinin 1 9
bubusabus 1 9
ipagbabawal 1 11
anyo 1 4
aalipin 1 7
pangangalakal 1 13
alipin 1 6
pahihirapan 1 11
lalapatan 1 9
malupit 1 7
makatao 1 7
nakalalait 1 10
pakikitungo 1 11
parusa 1 6
kilal 1 5
anin 1 4
saan 1 4
dako 1 4
bat 1 3
as 1 2
nalalabag 1 9
pagbubuyo 1 9
tangi 1 5
lunas 1 5
karampatang 1 11
tungkol 1 7
gaw 1 3
lumalabag 1 9
ipinagkaloob 1 12
kany 1 4
ipaiilalim 1 10
pagdakip 1 8
pagpigil 1 8
pagpapatapon 1 12
pagkakapantay 1 13
kinikilingan 1 12
pagpapasiya 1 11
mg 1 2
panangutan 1 10
paratang 1 8
kriminal 1 8
kanya 1 5
pinararatangan 1 14
ituring 1 7
wala 1 4
sala 1 4
hanggang 1 8
napatutunayang 1 14
nagkasala 1 9
ipinagkaroon 1 12
niya 1 4
garantiyang 1 11
pagtatanggol 1 12
ituturing 1 9
nagkas 1 6
ala 1 3
gawa 1 4
pagkukul 1 8
noong 1 5
ginawa 1 6
iyon 1 4
Hindi 1 5
rin 1 3
ipapataw 1 8
parusang 1 8
mabigat 1 7
kaysa 1 5
agawa 1 5
isasailalim 1 11
akatwirang 1 10
pananhimik 1 10
tahanan 1 7
pakikipags 1 10
ulatang 1 7
pangalan 1 8
pagkilos 1 8
loob 1 4
estado 1 6
umalis 1 6
pati 1 4
bumalik 1 7
magtamasa 1 9
ibang 1 5
pagpapakupkop 1 13
mahi 1 4
hingi 1 5
nagbubuhat 1 10
simu 1 4
lain 1 4
pagkakaitan 1 11
babaeng 1 7
s 1 1
apat 1 4
gulang 1 6
magpamilya 1 10
bansang 1 7
Nara 1 4
rapat 1 5
sila 1 4
aasawa 1 6
pagpapawalang 1 13
bisa 1 4
papasukan 1 9
lam 1 3
lubos 1 5
pagsang 1 7
ayon 1 4
nagbab 1 6
alak 1 4
magkapangasawahan 1 17
likas 1 5
sangay 1 6
ag 1 2
angkin 1 6
mag 1 3
din 1 3
ka 1 2
layaan 1 6
iisip 1 5
kala 1 4
yaang 1 5
iisa 1 4
ipakilala 1 9
pagsasagawa 1 11
pagsamba 1 8
pagkukuro 1 9
kalaya 1 6
kuru 1 4
tumanggap 1 9
magbigay 1 8
impormasyon 1 11
kaisipan 1 8
pagkakalat 1 10
pagsasaalang 1 12
alang 1 5
mapayapang 1 10
pagpupulong 1 11
pipiliting 1 10
sumapi 1 6
kapisanan 1 9
tuwiran 1 7
kinatawang 1 10
pinili 1 6
pagpasok 1 8
kalooban 1 8
bayan 1 5
magi 1 4
ging 1 4
kapangyarihan 1 13
kaloobang 1 9
ipahahayag 1 10
halalan 1 7
panahon 1 7
pangk 1 5
alahatan 1 8
paghahalal 1 10
idaraos 1 7
lihim 1 5
balota 1 6
katumbas 1 8
pamamaraan 1 10
pagboto 1 7
kasapi 1 6
kapanatagang 1 12
maki 1 4
nabang 1 6
pambansang 1 10
pagsisikap 1 10
pakikipagtulungang 1 18
pagkakabuo 1 10
mapagkukunan 1 12
pangkabuhayan 1 13
pagpapaun 1 9
lad 1 3
pagpili 1 7
hanapbuhay 1 10
kanais 1 6
nais 1 4
kawalang 1 8
hanap 1 5
gumagawa 1 8
nababatay 1 9
kabayarang 1 10
tumitiyak 1 9
kabuhayang 1 10
pupunan 1 7
pangangalangang 1 15
agtatag 1 7
umanib 1 6
unyon 1 5
manggagawa 1 10
kapakanan 1 9
pamam 1 5
ahinga 1 6
paglilibang 1 11
oras 1 4
sahod 1 5
pista 1 5
opisyal 1 7
pamumuhay 1 9
sapat 1 5
kalusugan 1 9
kagal 1 5
ingan 1 5
pagkai 1 6
n 1 1
pananamit 1 9
pagpapagamot 1 12
kinakailangang 1 14
pagkakasakit 1 12
pagkabalda 1 10
pagkabalo 1 9
katandaan 1 9
kakapusan 1 9
ikabubuhay 1 10
maiiwasang 1 10
pagkaina 1 8
pagkabata 1 9
kalinga 1 7
tulong 1 6
bata 1 4
ding 1 4
pangangalagang 1 14
doon 1 4
man 1 3
element 1 7
arya 1 4
antas 1 5
elementarya 1 11
magiging 1 8
sapilitan 1 9
teknikal 1 8
propesyonal 1 11
gagawing 1 8
maabot 1 6
mataas 1 6
ipagkakaloob 1 12
pant 1 4
pagiging 1 8
itutungo 1 8
nap 1 3
pagpapalakas 1 12
Itataguyod 1 10
pagkakaunawaan 1 14
pagbibigayan 1 12
pagkakaibigan 1 13
panlahi 1 7
panrelihiyon 1 12
palawak 1 7
ikapapanatili 1 13
magulang 1 8
pumili 1 6
ipagkaloob 1 10
tama 1 4
sahin 1 5
sining 1 6
makihati 1 8
siyensiya 1 9
pakinabang 1 10
kapakanang 1 10
moral 1 5
materyal 1 8
bunga 1 5
produksiyong 1 12
agham 1 5
pampanitikan 1 12
pansining 1 9
siya 1 4
akda 1 4
iti 1 3
nakda 1 5
maisasakatuparan 1 16
tungku 1 6
lin 1 3
ikaaari 1 7
pagkaunl 1 8
Sa 1 2
paggamit 1 8
masasaklaw 1 10
ipinapasya 1 10
pagtat 1 6
amo 1 3
kaukulang 1 9
pagtugon 1 8
makatarungang 1 13
kahilingan 1 10
moralid 1 7
kagalingan 1 10
demokratikong 1 13
magagamit 1 9
la 1 2
yunin 1 5
simulain 1 8
bagay 1 5
mapapakahulugan 1 15
nagbibigay 1 10
gumawa 1 6
kilusan 1 7
magsagawa 1 9
naglalayong 1 11
sirain 1 6
