type count length
içtimai 1 7
men 1 3
servet 1 6
doğ 1 3
uş 1 2
tekmil 1 6
haklardan 1 9
hürriyetlerden 1 14
edebilir 1 8
ğımsız 1 6
vesayet 1 7
gayri 1 5
muhtar 1 6
sair 1 4
egemenlik 1 9
kay 1 3
ıtlamas 1 7
ülke 1 4
ü 1 1
lkenin 1 6
hukuki 1 6
statüsü 1 7
bakımından 1 10
ayrı 1 4
lık 1 3
gözetilmeyecektir 1 17
yaşamak 1 7
şi 1 2
emniyeti 1 8
kulluk 1 6
altı 1 4
nda 1 3
bulundurulamaz 1 14
öle 1 3
ticareti 1 8
türlü 1 5
şekliyle 1 8
yasakt 1 6
şkenceye 1 8
zalimane 1 8
gayriinsani 1 11
ırıcı 1 5
cezalara 1 8
tutulamaz 1 9
nerede 1 6
olursa 1 6
şiliğinin 1 9
önünde 1 6
şittir 1 6
farks 1 5
kanunun 1 7
korumas 1 7
beyannameye 1 11
ayırdedici 1 10
mualeleye 1 9
öyle 1 4
ay 1 2
ırdedici 1 8
muamele 1 7
kışkırtmaya 1 11
korunma 1 7
kendine 1 7
anayasa 1 7
ınan 1 4
haklara 1 7
fiilli 1 6
netice 1 6
verecek 1 7
mahkemelere 1 11
üracaat 1 7
tutuklanamaz 1 12
al 1 2
ıkonulanamaz 1 12
ürülemez 1 8
vecibelerinin 1 13
cezai 1 5
mahiyette 1 9
isnad 1 5
tespitinde 1 10
davas 1 5
bağı 1 4
msız 1 4
tarafs 1 6
mahkeme 1 7
örülmesi 1 8
sahiptir 1 8
işlemekten 1 10
san 1 3
savunmas 1 8
tertibat 1 8
sağlanm 1 7
açık 1 4
yarg 1 4
ılama 1 5
kanunen 1 7
çlu 1 3
olduğu 1 6
tespit 1 6
edilmedik 1 9
masum 1 5
say 1 3
şlendikleri 1 11
ırada 1 5
hukuka 1 6
öre 1 3
teşkil 1 6
etmeyen 1 7
fiillerden 1 10
ihmallerden 1 11
mahkum 1 6
bunun 1 5
gibi 1 4
suçun 1 5
şlendi 1 6
sırada 1 6
uygulanabilecek 1 15
cezadan 1 7
şiddetli 1 8
ceza 1 4
verilemez 1 9
meskeni 1 7
yaz 1 3
ışması 1 6
hususlar 1 8
karışmalara 1 11
şeref 1 5
şöhretine 1 9
maruz 1 5
ırakılamaz 1 10
karışma 1 7
dahilinde 1 9
dola 1 4
şma 1 3
yerleşme 1 8
kendi 1 5
terketmek 1 9
memleketine 1 11
önmek 1 5
sında 1 5
memleketlerden 1 14
kabulü 1 6
talep 1 5
memleketler 1 11
muamelesi 1 9
örmek 1 5
adi 1 3
c 1 1
ürüme 1 5
Birleş 1 6
miş 1 3
prensip 1 7
amaçlarına 1 10
faaliyetlere 1 12
üstenit 1 7
kovu 1 4
şturmalar 1 9
halinde 1 7
ileri 1 5
sürülemez 1 9
uyruklu 1 7
ğundan 1 6
uyrukluğ 1 8
unu 1 3
ğiştirmek 1 9
çağına 1 6
varan 1 5
bakı 1 4
mından 1 6
ısıtlamaya 1 10
olmaksı 1 7
zın 1 3
evlenmek 1 8
kurmak 1 6
konusunda 1 9
sü 1 2
resince 1 7
evliliğin 1 9
sona 1 4
ermesinde 1 9
akdi 1 4
üstakbel 1 8
şlerin 1 6
ızasıyla 1 8
tabii 1 5
unsurudur 1 9
cemiyet 1 7
devlet 1 6
korunmak 1 8
birlikte 1 8
ülk 1 3
sahibi 1 6
lkünden 1 7
vicdan 1 6
kanaat 1 6
değiştirmek 1 11
ürriyeti 1 8
dinini 1 6
kanaatini 1 9
topluca 1 7
tatbikat 1 8
ibadet 1 6
ayinlerle 1 9
izhar 1 5
ürriyetini 1 10
fikirlerini 1 11
çıklamak 1 8
fikirlerinden 1 13
rahats 1 6
edilmemek 1 9
mevzubahis 1 10
olmaks 1 6
ızın 1 4
ümat 1 4
fikirleri 1 9
vası 1 4
ta 1 2
aramak 1 6
elde 1 4
yaymak 1 6
saldı 1 5
rısız 1 5
toplanma 1 8
dernek 1 6
kurma 1 5
ılma 1 4
serbestisine 1 12
maliktir 1 8
mensup 1 6
olmaya 1 6
zorlanamaz 1 10
ğrudan 1 6
ğruya 1 5
seçilmi 1 7
temsilciler 1 11
vasıtasıyla 1 11
şleri 1 5
önetimine 1 9
hizmetlerine 1 12
girme 1 5
halk 1 4
otoritesinin 1 12
esas 1 4
irade 1 5
gizli 1 5
serbestli 1 9
layacak 1 7
muadil 1 6
usul 1 4
cereyan 1 7
oy 1 2
verme 1 5
devri 1 5
ürüst 1 5
se 1 2
çimlerle 1 8
ifade 1 5
edilir 1 6
üyesi 1 5
itibariyle 1 10
haysiyeti 1 9
geliş 1 5
mesi 1 4
zaruri 1 6
ekonomik 1 8
kü 1 2
ltürel 1 6
şkilatı 1 7
kaynaklar 1 9
ütenasip 1 8
çekle 1 5
ştirilmesine 1 12
çalışmaya 1 9
şini 1 4
seçmeye 1 7
şsizlikten 1 10
iş 1 2
lığında 1 7
çalışan 1 7
kimsenin 1 8
ailesine 1 8
insanlı 1 7
haysiyetine 1 11
yaşayış 1 7
sağlayan 1 8
gerekirse 1 9
rlü 1 3
koruma 1 6
vas 1 3
ıtalarıyla 1 10
tamamlanan 1 10
menfaatlerinin 1 14
korunmasi 1 9
sendikalar 1 10
katılmaya 1 9
dinlenmeye 1 10
ğlenmeye 1 8
bilhassa 1 8
ddetinin 1 8
makul 1 5
sınırland 1 9
ırılmas 1 7
muayyen 1 7
devrelerde 1 10
ücretli 1 7
tatillere 1 9
kendisi 1 7
yiyecek 1 7
giyim 1 5
mesken 1 6
ıbbi 1 4
bakım 1 5
hizmetler 1 9
üzere 1 5
sa 1 2
ğlığı 1 5
temin 1 5
seviyesine 1 10
şsizlik 1 7
hastal 1 6
sakatl 1 6
dulluk 1 6
ihtiyarl 1 8
ge 1 2
çim 1 3
imk 1 3
ânlarından 1 10
ırakacak 1 8
diğer 1 5
hallerde 1 8
çocuk 1 5
ihtimam 1 7
yard 1 4
ım 1 2
görmek 1 6
Bü 1 2
tün 1 3
ğsunlar 1 7
ayn 1 3
korunmadan 1 10
faydalan 1 8
ırlar 1 5
olmazsa 1 7
ilk 1 3
safhalar 1 8
paras 1 5
ızdır 1 5
i̇lk 1 4
mecburidir 1 10
Teknik 1 6
mesleki 1 7
öğretimden 1 10
edebilmelidir 1 13
liyakatlerine 1 13
göre 1 4
herkese 1 7
olmal 1 5
şmesini 1 7
hürriyetlerine 1 14
kuvvetlenmesini 1 15
hedef 1 5
almal 1 5
gruplar 1 7
anlay 1 5
hoşgörü 1 7
dostlu 1 6
etmeli 1 6
bar 1 3
ışın 1 4
idamesi 1 7
yolundaki 1 9
çalışmalar 1 10
geliştirmelidir 1 15
baba 1 4
verilecek 1 9
ğitim 1 5
rünü 1 4
seçmek 1 6
öncelikle 1 9
haizdirler 1 10
ğun 1 3
kültürel 1 8
faaliyetine 1 11
üzel 1 4
sanatlar 1 8
tatmak 1 6
ilim 1 4
sahas 1 5
ilerleyi 1 8
iştirak 1 7
faydalanmak 1 11
yaratt 1 6
ığı 1 3
bilim 1 5
edebiyat 1 8
sanat 1 5
eserlerinden 1 12
mütevellit 1 10
manevi 1 6
maddi 1 5
menfaatlerin 1 12
derpi 1 5
edilen 1 6
tatbikini 1 9
sağlayacak 1 10
nizama 1 6
şmesi 1 5
topluluk 1 8
mümkündür 1 9
ğa 1 2
görevleri 1 9
vardı 1 5
ılmas 1 5
sadece 1 6
gere 1 4
ğince 1 5
gösterilmesi 1 12
demokratik 1 10
cemiyette 1 9
ahl 1 3
âkın 1 4
düzeninin 1 9
haklı 1 5
icaplar 1 7
getirmek 1 8
maksadı 1 7
kanunla 1 7
belirlenmi 1 10
sınırlamalara 1 13
tutulabilir 1 11
ürriyetler 1 10
çhile 1 5
prensiplerine 1 13
ılamaz 1 6
i̇şbu 1 5
beyannamenin 1 12
ükmü 1 4
devlete 1 7
z 1 1
ümreye 1 6
ferde 1 5
ürriyetleri 1 11
yoketmeye 1 9
önelik 1 6
faaliyete 1 9
girişme 1 7
eylemde 1 7
bulunma 1 7
verir 1 5
yorumlanamaz 1 12
