type count length
chapa 1 5
kurasa 1 6
zifuatazo 1 9
Baada 1 5
Kuu 1 3
lilizisih 1 9
zitangaze 1 9
zifanye 1 7
ienezwe 1 7
ionyeshwe 1 9
isomwe 1 6
ielezwe 1 7
mashuleni 1 9
vyuo 1 4
vinginevyo 1 10
UMOJA 1 5
WA 1 2
MATAIFA 1 7
ofisi 1 5
IDARA 1 5
HABARI 1 6
UTANGULIZI 1 10
kukiri 1 6
msingi 1 6
duniani 1 7
kutojali 1 8
kudharau 1 8
kumeletea 1 9
vya 1 3
kishenzi 1 8
ambavyo 1 7
vimeharibu 1 10
sa 1 2
babu 1 4
itawafany 1 9
wafurahie 1 9
kusema 1 6
kusadiki 1 8
kutoogopa 1 9
m 1 1
ekwisha 1 7
kutangazwa 1 10
hamu 1 4
ili 1 3
asishurut 1 9
izwe 1 4
kuomba 1 6
maasi 1 5
kupinga 1 7
dhuluma 1 7
uonevu 1 6
ziwe 1 4
ulinzi 1 6
kabisa 1 6
u 1 1
husiano 1 7
kirafiki 1 8
ti 1 2
wamethibitisha 1 14
tena 1 4
Mkataba 1 7
thamani 1 7
usawa 1 5
wamekata 1 8
shauri 1 6
zimeahidi 1 9
kuheshimu 1 9
kuzitambua 1 10
sana 1 4
kua 1 3
kutimiza 1 8
ahadi 1 5
basi 1 4
KUU 1 3
linatangaza 1 11
HII 1 3
ULIMWENGU 1 9
nguzo 1 5
am 1 2
bayo 1 4
hatimaye 1 8
daima 1 5
watajitahidi 1 12
jinsi 1 5
Na 1 2
ma 1 2
yatajitahidi 1 12
kuzifanya 1 9
zifahamike 1 10
zinaowatawala 1 13
hadhi 1 5
zao 1 3
wamejaliwa 1 10
akili 1 5
hivyo 1 5
watendeane 1 10
kindugu 1 7
umeelezwa 1 9
Y 1 1
aani 1 4
kubaguana 1 9
fikara 1 6
kizazi 1 6
Juu 1 3
usifanye 1 8
kutegem 1 7
ea 1 2
uhusiano 1 8
mengi 1 5
ne 1 2
haidhuru 1 8
inayojitawala 1 13
udhamini 1 8
isiyojitawala 1 13
inayotawaliwa 1 13
asifanywe 1 9
mtumwa 1 6
mt 1 2
utumwa 1 6
biashara 1 8
marufuku 1 8
asiteswe 1 8
asiadhibiwe 1 11
asidharauliwe 1 13
kutendewa 1 9
kinyama 1 7
kikatili 1 8
kutambulika 1 11
Kufungu 1 7
unaoweza 1 8
yanay 1 5
oweza 1 5
kuleta 1 6
kutetewa 1 8
kuvunjiwa 1 9
anazostahili 1 12
asikamatwe 1 10
asifungiwe 1 10
kuhamishwa 1 10
lililo 1 6
lisilo 1 6
upendeleo 1 9
ku 1 2
toa 1 3
uamuzi 1 6
yanayomhusu 1 11
anaeshtakiwa 1 12
kuangaliwa 1 10
si 1 2
mkosefu 1 7
mpaka 1 5
imethibitishwe 1 14
hatia 1 5
asitiwe 1 7
hatiani 1 7
tendo 1 5
ambalo 1 6
halikupinga 1 11
alipolitenda 1 12
asipewe 1 7
adhabu 1 6
kali 1 4
kuliko 1 6
iliyokuwamo 1 11
alipofanya 1 10
asiingiliwe 1 11
faragha 1 7
nyumbani 1 8
mwake 1 5
barua 1 5
as 1 2
ivunjiwe 1 8
pingamizi 1 9
kwenda 1 6
mahali 1 6
anapotaka 1 9
kuhama 1 6
hata 1 4
kurejea 1 7
kukimbilia 1 10
kustarehe 1 9
kuepukana 1 9
haiwezi 1 7
kuombwa 1 7
hautokani 1 9
wala 1 4
asinyimwe 1 9
kujibadili 1 10
lake 1 4
akitaka 1 7
wazima 1 6
kizuio 1 6
Wana 1 4
kutenguka 1 9
inaweza 1 7
kufungwa 1 8
mapatano 1 8
hao 1 3
wanaotaka 1 9
Jamaa 1 5
kiungo 1 6
inastahili 1 10
mawazo 1 6
dhamira 1 7
kubadili 1 8
kubainisha 1 10
faraghani 1 9
akiwa 1 5
peke 1 4
weng 1 4
ine 1 3
kuabudu 1 7
kuadhimisha 1 11
kueleza 1 7
kuingiliwa 1 10
kutafuta 1 8
habari 1 6
mipaka 1 6
mkutano 1 7
asilazimishwe 1 13
manachama 1 9
mjumbe 1 6
aliemchagua 1 11
kuf 1 3
anya 1 4
matakwa 1 7
huonyeshwa 1 10
uchaguzi 1 8
halisi 1 6
unaofanywa 1 10
baada 1 5
hupiga 1 6
hufanywa 1 8
Matakwa 1 7
ndiyo 1 5
yatakuwa 1 8
ms 1 2
ingi 1 4
serikali 1 8
itajidhihirisha 1 15
kwenye 1 6
chaguzi 1 7
zinafanyika 1 11
itahakikisha 1 12
uchagazi 1 8
raia 1 4
uchumi 1 6
utam 1 4
aduni 1 5
ushirikiano 1 11
utarat 1 6
ibu 1 3
utajiri 1 7
kifungu 1 7
ch 1 2
aipendayo 1 9
yenye 1 5
masharti 1 8
mazuri 1 6
asikose 1 7
wenye 1 5
moja 1 4
mfanya 1 6
kufaa 1 5
unaopendeza 1 11
utakao 1 6
mwezesha 1 8
ahifadhiwe 1 10
ikiwa 1 5
kujiunga 1 8
wafanya 1 7
kupumzika 1 9
kiasi 1 5
saa 1 3
zinazostahili 1 13
Pia 1 3
likizo 1 6
vi 1 2
pindi 1 5
kupokea 1 7
vile 1 4
angekuwa 1 8
kazini 1 6
chakul 1 6
mavazi 1 6
nyumba 1 6
matibabu 1 8
hifadhi 1 7
ugonjwa 1 7
kutoji 1 6
weza 1 4
ujane 1 5
uzee 1 4
anapokosa 1 9
ridhiki 1 7
kutoweza 1 8
kujisaidia 1 10
akina 1 5
mama 1 4
kupewa 1 6
maalum 1 6
Watoto 1 6
wawe 1 4
tika 1 4
ama 1 3
watunzwe 1 8
kuelimishwa 1 11
bure 1 4
hasa 1 4
madarasa 1 8
masarasa 1 8
ihudhuriwe 1 10
ufundi 1 6
madhumuni 1 9
shabaha 1 7
ikuze 1 5
kueleana 1 8
kuvumiliana 1 11
urafiki 1 7
Kadhalika 1 9
iendeleze 1 9
shughuli 1 8
kudumisha 1 9
wazazi 1 6
aina 1 4
kufunzwa 1 8
utamaduni 1 9
kufurahia 1 9
faida 1 5
nayo 1 4
kw 1 2
aliyoandika 1 11
aliyochora 1 10
aliyogundua 1 11
alindwe 1 7
taratibu 1 8
k 1 1
anuni 1 5
zinazohusu 1 10
mbalimbali 1 10
ndani 1 5
zinaweza 1 8
kuhifadh 1 8
iwa 1 3
ja 1 2
mii 1 3
yanaweza 1 8
kupatikana 1 10
kutumia 1 7
itambidi 1 8
kufuata 1 7
zile 1 4
zilizowekwa 1 11
inayotakiwa 1 11
kuhifadhi 1 9
usalama 1 7
njema 1 5
kidemokrasi 1 11
kamwe 1 5
visitumiwe 1 10
kinyume 1 7
Hakuna 1 6
maneno 1 6
yanayoweza 1 10
kubashiriwa 1 11
yanaruhusu 1 10
kikundi 1 7
kushughulika 1 12
ambal 1 5
o 1 1
nia 1 3
kuharibu 1 8
humu 1 4
