"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"63","ne",2,2,"Finnish",0.00138217000691085,12,3
"64","ihmiset",2,7,"Finnish",0.00138217000691085,5,3
"65","voivat",2,6,"Finnish",0.00138217000691085,7,3
"66","utta",2,4,"Finnish",0.00138217000691085,7,3
"67","vapaina",2,7,"Finnish",0.00138217000691085,5,3
"68","turvataan",2,9,"Finnish",0.00138217000691085,6,4
"69","jotta",2,5,"Finnish",0.00138217000691085,6,4
"70","ihmisten",2,8,"Finnish",0.00138217000691085,14,4
"71","k",2,1,"Finnish",0.00138217000691085,6,4
"72","oikeuksiin",2,10,"Finnish",0.00138217000691085,11,4
"73","yhtei",2,5,"Finnish",0.00138217000691085,4,4
"74","kunnioittamista",2,15,"Finnish",0.00138217000691085,4,4
"75","näiden",2,6,"Finnish",0.00138217000691085,6,4
"76","oikeuksien",2,10,"Finnish",0.00138217000691085,6,4
"77","niin",2,4,"Finnish",0.00138217000691085,7,4
"78","kukin",2,5,"Finnish",0.00138217000691085,6,4
"79","opettamalla",2,11,"Finnish",0.00138217000691085,8,4
"80","vapauksien",2,10,"Finnish",0.00138217000691085,8,4
"81","turvaamaan",2,10,"Finnish",0.00138217000691085,11,4
"82","yleisen",2,7,"Finnish",0.00138217000691085,9,4
"83","a",2,1,"Finnish",0.00138217000691085,6,4
"84","kohtaan",2,7,"Finnish",0.00138217000691085,17,4
"85","minkäänlaista",2,13,"Finnish",0.00138217000691085,11,4
"86","muuhun",2,6,"Finnish",0.00138217000691085,9,4
"87","yhteiskunnalliseen",2,18,"Finnish",0.00138217000691085,7,4
"88","erotusta",2,8,"Finnish",0.00138217000691085,12,4
"89","mitään",2,6,"Finnish",0.00138217000691085,7,4
"90","myöskään",2,8,"Finnish",0.00138217000691085,8,4
"91","maan",2,4,"Finnish",0.00138217000691085,7,4
"92","henkilö",2,7,"Finnish",0.00138217000691085,7,4
"93","muun",2,4,"Finnish",0.00138217000691085,2,4
"94","alainen",2,7,"Finnish",0.00138217000691085,18,4
"95","pitää",2,5,"Finnish",0.00138217000691085,5,4
"96","eikä",2,4,"Finnish",0.00138217000691085,2,4
"97","e",2,1,"Finnish",0.00138217000691085,6,4
"98","edessä",2,6,"Finnish",0.00138217000691085,10,4
"99","oikeutetut",2,10,"Finnish",0.00138217000691085,14,4
"100","kaikilla",2,8,"Finnish",0.00138217000691085,10,4
"101","syrjintää",2,9,"Finnish",0.00138217000691085,6,4
"102","sellaiseen",2,10,"Finnish",0.00138217000691085,12,4
"103","tuomioistuimessa",2,16,"Finnish",0.00138217000691085,6,4
"104","hänelle",2,7,"Finnish",0.00138217000691085,3,4
"105","lailla",2,6,"Finnish",0.00138217000691085,17,4
"106","ta",2,2,"Finnish",0.00138217000691085,13,4
"107","täysin",2,6,"Finnish",0.00138217000691085,12,4
"108","häntä",2,5,"Finnish",0.00138217000691085,10,4
"109","julkisesti",2,10,"Finnish",0.00138217000691085,8,4
"110","oikeuksiaan",2,11,"Finnish",0.00138217000691085,6,4
"111","olevan",2,6,"Finnish",0.00138217000691085,7,4
"112","tuomita",2,7,"Finnish",0.00138217000691085,11,4
"113","t",2,1,"Finnish",0.00138217000691085,8,5
"114","ai",2,2,"Finnish",0.00138217000691085,10,5
"115","kuin",2,4,"Finnish",0.00138217000691085,11,5
"116","mikä",2,4,"Finnish",0.00138217000691085,7,5
"117","älköön",2,6,"Finnish",0.00138217000691085,2,5
"118","kenenkään",2,9,"Finnish",0.00138217000691085,9,5
"119","sellaista",2,9,"Finnish",0.00138217000691085,4,5
"120","valita",2,6,"Finnish",0.00138217000691085,5,5
"121","kunkin",2,6,"Finnish",0.00138217000691085,11,5
"122","valtion",2,7,"Finnish",0.00138217000691085,12,5
"123","oike",2,4,"Finnish",0.00138217000691085,3,5
"124","us",2,2,"Finnish",0.00138217000691085,2,5
"125","tähän",2,5,"Finnish",0.00138217000691085,5,5
"126","vastoin",2,7,"Finnish",0.00138217000691085,13,5
"127","Yhdistyneiden",2,13,"Finnish",0.00138217000691085,8,5
"128","päämääriä",2,9,"Finnish",0.00138217000691085,8,5
"129","keltään",2,7,"Finnish",0.00138217000691085,6,5
"130","perustaa",2,8,"Finnish",0.00138217000691085,3,5
"131","oikeudet",2,8,"Finnish",0.00138217000691085,5,5
"132","avioliiton",2,10,"Finnish",0.00138217000691085,14,5
"133","vain",2,4,"Finnish",0.00138217000691085,8,5
"134","yksin",2,5,"Finnish",0.00138217000691085,11,5
"135","yhdessä",2,7,"Finnish",0.00138217000691085,10,5
"136","en",2,2,"Finnish",0.00138217000691085,3,5
"137","uskonnon",2,8,"Finnish",0.00138217000691085,6,5
"138","vakaumuksen",2,11,"Finnish",0.00138217000691085,12,5
"139","kautta",2,6,"Finnish",0.00138217000691085,3,5
"140","osallistua",2,10,"Finnish",0.00138217000691085,4,5
"141","maansa",2,6,"Finnish",0.00138217000691085,6,5
"142","yhtäläinen",2,10,"Finnish",0.00138217000691085,4,5
"143","päästä",2,6,"Finnish",0.00138217000691085,12,5
"144","joissa",2,6,"Finnish",0.00138217000691085,12,5
"145","turvaan",2,7,"Finnish",0.00138217000691085,12,5
"146","yksilöllisen",2,12,"Finnish",0.00138217000691085,1,5
"147","olemuksensa",2,11,"Finnish",0.00138217000691085,7,5
"148","vä",2,2,"Finnish",0.00138217000691085,1,5
"149","palkkaan",2,8,"Finnish",0.00138217000691085,9,5
"150","joka",2,4,"Finnish",0.00138217000691085,11,5
"151","toimeentulon",2,12,"Finnish",0.00138217000691085,6,5
"152","ä",2,1,"Finnish",0.00138217000691085,5,5
"153","hyvinvoinnin",2,12,"Finnish",0.00138217000691085,12,5
"154","osalta",2,6,"Finnish",0.00138217000691085,2,5
"155","tulee",2,5,"Finnish",0.00138217000691085,11,5
"156","puitteissa",2,10,"Finnish",0.00138217000691085,5,5
"157","vapauksia",2,9,"Finnish",0.00138217000691085,2,5
"158","kolmas",1,6,"Finnish",0.000691085003455425,4,5
"159","hyväk",1,5,"Finnish",0.000691085003455425,10,5
"160","syi",1,3,"Finnish",0.000691085003455425,7,5
"161","julkisti",1,8,"Finnish",0.000691085003455425,4,5
"162","joul",1,4,"Finnish",0.000691085003455425,2,5
"163","ukuun",1,5,"Finnish",0.000691085003455425,5,5
"164","hyväksymisen",1,12,"Finnish",0.000691085003455425,6,5
"165","puolesta",1,8,"Finnish",0.000691085003455425,2,5
"166","äänesti",1,7,"Finnish",0.000691085003455425,10,5
"167","mikään",1,6,"Finnish",0.000691085003455425,4,5
"168","maa",1,3,"Finnish",0.000691085003455425,5,5
"169","äänestänyt",1,10,"Finnish",0.000691085003455425,8,5
"170","kahdeksan",1,9,"Finnish",0.000691085003455425,4,5
"171","pidättyi",1,8,"Finnish",0.000691085003455425,8,5
"172","äänestämästä",1,12,"Finnish",0.000691085003455425,9,5
"173","historiallisen",1,14,"Finnish",0.000691085003455425,7,5
"174","tapahtuman",1,10,"Finnish",0.000691085003455425,10,5
"175","jälkee",1,6,"Finnish",0.000691085003455425,5,5
"176","kehotti",1,7,"Finnish",0.000691085003455425,11,5
"177","kaikkia",1,7,"Finnish",0.000691085003455425,14,5
"178","jäsenmaita",1,10,"Finnish",0.000691085003455425,6,5
"179","julkaisemaan",1,12,"Finnish",0.000691085003455425,6,5
"180","tekstin",1,7,"Finnish",0.000691085003455425,5,5
"181","niitä",1,5,"Finnish",0.000691085003455425,1,5
"182","pyydettiin",1,10,"Finnish",0.000691085003455425,12,5
"183","levittämään",1,11,"Finnish",0.000691085003455425,13,5
"184","tekemään",1,8,"Finnish",0.000691085003455425,6,5
"185","sitä",1,4,"Finnish",0.000691085003455425,7,5
"186","tunnetuksi",1,10,"Finnish",0.000691085003455425,7,5
"187","lukemaan",1,8,"Finnish",0.000691085003455425,4,5
"188","selittämään",1,11,"Finnish",0.000691085003455425,16,5
"189","s",1,1,"Finnish",0.000691085003455425,1,6
"190","itä",1,3,"Finnish",0.000691085003455425,19,6
"191","ennen",1,5,"Finnish",0.000691085003455425,2,6
"192","kouluissa",1,9,"Finnish",0.000691085003455425,10,6
"193","oppilaitoksissa",1,15,"Finnish",0.000691085003455425,9,6
"194","eri",1,3,"Finnish",0.000691085003455425,8,6
"195","maiden",1,6,"Finnish",0.000691085003455425,6,6
"196","po",1,2,"Finnish",0.000691085003455425,9,6
"197","liittisista",1,11,"Finnish",0.000691085003455425,12,6
"198","oloista",1,7,"Finnish",0.000691085003455425,4,6
"199","virallinen",1,10,"Finnish",0.000691085003455425,12,6
"200","teksti",1,6,"Finnish",0.000691085003455425,9,6
"201","saatavissa",1,10,"Finnish",0.000691085003455425,6,6
"202","ku",1,2,"Finnish",0.000691085003455425,11,6
"203","udella",1,6,"Finnish",0.000691085003455425,14,6
"204","virallisella",1,12,"Finnish",0.000691085003455425,13,6
"205","kielellä",1,8,"Finnish",0.000691085003455425,7,6
"206","arabiaksi",1,9,"Finnish",0.000691085003455425,8,6
"207","englanniksi",1,11,"Finnish",0.000691085003455425,6,6
"208","espanjaksi",1,10,"Finnish",0.000691085003455425,13,6
"209","kiinaksi",1,8,"Finnish",0.000691085003455425,2,6
"210","ransk",1,5,"Finnish",0.000691085003455425,9,6
"211","aksi",1,4,"Finnish",0.000691085003455425,18,6
"212","venäjäksi",1,9,"Finnish",0.000691085003455425,6,6
"213","monet",1,5,"Finnish",0.000691085003455425,6,6
"214","jäsenmaat",1,9,"Finnish",0.000691085003455425,6,6
"215","noudattaneet",1,12,"Finnish",0.000691085003455425,7,6
"216","yleiskokouksen",1,14,"Finnish",0.000691085003455425,4,6
"217","keh",1,3,"Finnish",0.000691085003455425,9,6
"218","otusta",1,6,"Finnish",0.000691085003455425,8,6
"219","kääntäneet",1,10,"Finnish",0.000691085003455425,9,6
"220","omalle",1,6,"Finnish",0.000691085003455425,6,6
"221","kielelleen",1,10,"Finnish",0.000691085003455425,7,6
"222","seuraavilla",1,11,"Finnish",0.000691085003455425,5,6
"223","sivuilla",1,8,"Finnish",0.000691085003455425,15,6
"224","oleva",1,5,"Finnish",0.000691085003455425,5,6
"225","käännös",1,7,"Finnish",0.000691085003455425,4,6
"226","Suomen",1,6,"Finnish",0.000691085003455425,13,6
"227","hallituksen",1,11,"Finnish",0.000691085003455425,5,6
"228","vahvistama",1,10,"Finnish",0.000691085003455425,15,6
"229","Julistuksen",1,11,"Finnish",0.000691085003455425,16,6
"230","ilmaiskappaleita",1,16,"Finnish",0.000691085003455425,5,6
"231","saatavana",1,9,"Finnish",0.000691085003455425,7,6
"232","Kööp",1,4,"Finnish",0.000691085003455425,7,6
"233","enhaminassa",1,11,"Finnish",0.000691085003455425,11,6
"234","sijaitsevasta",1,13,"Finnish",0.000691085003455425,4,6
"235","pohjoismaisesta",1,15,"Finnish",0.000691085003455425,5,6
"236","tiedotustoimistosta",1,19,"Finnish",0.000691085003455425,11,6
"237","virallisil",1,10,"Finnish",0.000691085003455425,10,6
"238","la",1,2,"Finnish",0.000691085003455425,10,6
"239","pohjoismaisilla",1,15,"Finnish",0.000691085003455425,6,6
"240","rajallinen",1,10,"Finnish",0.000691085003455425,11,6
"241","määrä",1,5,"Finnish",0.000691085003455425,15,6
"242","muilla",1,6,"Finnish",0.000691085003455425,9,6
"243","yleismaailmallinen",1,18,"Finnish",0.000691085003455425,10,6
"244","julistus",1,8,"Finnish",0.000691085003455425,2,6
"245","johdanto",1,8,"Finnish",0.000691085003455425,5,6
"246","ihmiskunnan",1,11,"Finnish",0.000691085003455425,2,6
"247","jäsenten",1,8,"Finnish",0.000691085003455425,10,6
"248","luonnollisen",1,12,"Finnish",0.000691085003455425,11,6
"249","arvo",1,4,"Finnish",0.000691085003455425,5,6
"250","yhtäläisten",1,11,"Finnish",0.000691085003455425,6,6
"251","luovuttamattomien",1,17,"Finnish",0.000691085003455425,5,6
"252","oikeuksiensa",1,12,"Finnish",0.000691085003455425,12,6
"253","vap",1,3,"Finnish",0.000691085003455425,8,6
"254","auden",1,5,"Finnish",0.000691085003455425,15,6
"255","oikeudenmukaisuuden",1,19,"Finnish",0.000691085003455425,9,6
"256","perustana",1,9,"Finnish",0.000691085003455425,12,6
"257","maailmassa",1,10,"Finnish",0.000691085003455425,11,6
"258","ihmisoikeuksia",1,14,"Finnish",0.000691085003455425,6,6
"259","väheksytty",1,10,"Finnish",0.000691085003455425,4,6
"260","jätetty",1,7,"Finnish",0.000691085003455425,8,6
"261","huomiota",1,8,"Finnish",0.000691085003455425,10,6
"262","vaille",1,6,"Finnish",0.000691085003455425,11,6
"263","tapahtunut",1,10,"Finnish",0.000691085003455425,4,6
"264","raakalaistekoja",1,15,"Finnish",0.000691085003455425,12,6
"265","järkyttäneet",1,12,"Finnish",0.000691085003455425,6,6
"266","ihmiskunna",1,10,"Finnish",0.000691085003455425,11,6
"267","omaatuntoa",1,10,"Finnish",0.000691085003455425,13,6
"268","korkeimmaksi",1,12,"Finnish",0.000691085003455425,8,6
"269","päämääräksi",1,11,"Finnish",0.000691085003455425,9,6
"270","julistettu",1,10,"Finnish",0.000691085003455425,7,6
"271","sellaisen",1,9,"Finnish",0.000691085003455425,6,6
"272","ma",1,2,"Finnish",0.000691085003455425,3,6
"273","ailman",1,6,"Finnish",0.000691085003455425,3,6
"274","luominen",1,8,"Finnish",0.000691085003455425,9,6
"275","missä",1,5,"Finnish",0.000691085003455425,5,6
"276","sanan",1,5,"Finnish",0.000691085003455425,14,6
"277","uskon",1,5,"Finnish",0.000691085003455425,12,6
"278","vapa",1,4,"Finnish",0.000691085003455425,12,6
"279","elää",1,4,"Finnish",0.000691085003455425,1,6
"280","pelosta",1,7,"Finnish",0.000691085003455425,8,6
"281","puutteesta",1,10,"Finnish",0.000691085003455425,9,6
"282","välttämätöntä",1,13,"Finnish",0.000691085003455425,9,6
"283","ihmisoikeudet",1,13,"Finnish",0.000691085003455425,14,6
"284","oikeusjärjestyksellä",1,20,"Finnish",0.000691085003455425,3,6
"285","olisi",1,5,"Finnish",0.000691085003455425,10,6
"286","pakko",1,5,"Finnish",0.000691085003455425,5,6
"287","viimeisenä",1,10,"Finnish",0.000691085003455425,11,6
"288","keinona",1,7,"Finnish",0.000691085003455425,9,6
"289","nousta",1,6,"Finnish",0.000691085003455425,8,6
"290","apinaan",1,7,"Finnish",0.000691085003455425,10,6
"291","pakkovaltaa",1,11,"Finnish",0.000691085003455425,8,6
"292","sortoa",1,6,"Finnish",0.000691085003455425,15,6
"293","tähdellistä",1,11,"Finnish",0.000691085003455425,8,6
"294","ystävällisten",1,13,"Finnish",0.000691085003455425,12,6
"295","suhteiden",1,9,"Finnish",0.000691085003455425,8,6
"296","kehittymistä",1,12,"Finnish",0.000691085003455425,12,6
"297","välille",1,7,"Finnish",0.000691085003455425,8,6
"298","kansat",1,6,"Finnish",0.000691085003455425,5,7
"299","peruskir",1,8,"Finnish",0.000691085003455425,12,7
"300","jassa",1,5,"Finnish",0.000691085003455425,9,7
"301","vahvistaneet",1,12,"Finnish",0.000691085003455425,8,7
"302","uskonsa",1,7,"Finnish",0.000691085003455425,9,7
"303","perusoikeuksiin",1,15,"Finnish",0.000691085003455425,13,7
"304","ihmisyksilön",1,12,"Finnish",0.000691085003455425,11,7
"305","arvoon",1,6,"Finnish",0.000691085003455425,4,7
"306","me",1,2,"Finnish",0.000691085003455425,5,7
"307","rkitykseen",1,10,"Finnish",0.000691085003455425,7,7
"308","miesten",1,7,"Finnish",0.000691085003455425,3,7
"309","naisten",1,7,"Finnish",0.000691085003455425,6,7
"310","yhtäläisiin",1,11,"Finnish",0.000691085003455425,8,7
"311","ilmai",1,5,"Finnish",0.000691085003455425,6,7
"312","sseet",1,5,"Finnish",0.000691085003455425,9,7
"313","vakaan",1,6,"Finnish",0.000691085003455425,9,7
"314","tahtonsa",1,8,"Finnish",0.000691085003455425,10,7
"315","sosiaalista",1,11,"Finnish",0.000691085003455425,6,7
"316","kehitystä",1,9,"Finnish",0.000691085003455425,6,7
"317","parempien",1,9,"Finnish",0.000691085003455425,7,7
"318","elämisen",1,8,"Finnish",0.000691085003455425,3,7
"319","ehtojen",1,7,"Finnish",0.000691085003455425,6,7
"320","aikaansaamista",1,14,"Finnish",0.000691085003455425,7,7
"321","vapaammissa",1,11,"Finnish",0.000691085003455425,3,7
"322","oloissa",1,7,"Finnish",0.000691085003455425,1,7
"323","jäsenvaltiot",1,12,"Finnish",0.000691085003455425,10,7
"324","sitoutuneet",1,11,"Finnish",0.000691085003455425,8,7
"325","stoiminnassa",1,12,"Finnish",0.000691085003455425,13,7
"326","Yhdistyneet",1,11,"Finnish",0.000691085003455425,7,7
"327","kansakunnat",1,11,"Finnish",0.000691085003455425,12,7
"328","p",1,1,"Finnish",0.000691085003455425,3,7
"329","erusvapauksien",1,14,"Finnish",0.000691085003455425,12,7
"330","yleistä",1,7,"Finnish",0.000691085003455425,8,7
"331","noudattamista",1,13,"Finnish",0.000691085003455425,4,7
"332","yhteinen",1,8,"Finnish",0.000691085003455425,12,7
"333","käsitys",1,7,"Finnish",0.000691085003455425,7,7
"334","vapauksie",1,9,"Finnish",0.000691085003455425,15,7
"335","sisällöstä",1,10,"Finnish",0.000691085003455425,8,7
"336","mitä",1,4,"Finnish",0.000691085003455425,10,7
"337","tärkein",1,7,"Finnish",0.000691085003455425,6,7
"338","sitoumuksen",1,11,"Finnish",0.000691085003455425,10,7
"339","täydelliselle",1,13,"Finnish",0.000691085003455425,7,7
"340","toteuttamiselle",1,15,"Finnish",0.000691085003455425,12,7
"341","vuoksi",1,6,"Finnish",0.000691085003455425,8,7
"342","antaa",1,5,"Finnish",0.000691085003455425,11,7
"343","IHMISOIKEUKSIEN",1,15,"Finnish",0.000691085003455425,16,7
"344","JULI",1,4,"Finnish",0.000691085003455425,6,7
"345","stuksen",1,7,"Finnish",0.000691085003455425,10,7
"346","tavoitel",1,8,"Finnish",0.000691085003455425,8,7
"347","tavaksi",1,7,"Finnish",0.000691085003455425,10,7
"348","yhteiseksi",1,10,"Finnish",0.000691085003455425,7,7
"349","ohjeeksi",1,8,"Finnish",0.000691085003455425,7,7
"350","yksilö",1,6,"Finnish",0.000691085003455425,7,7
"351","yhteiskuntaelin",1,15,"Finnish",0.000691085003455425,12,7
"352","pyrkisi",1,7,"Finnish",0.000691085003455425,10,7
"353","pitäen",1,6,"Finnish",0.000691085003455425,11,7
"354","alati",1,5,"Finnish",0.000691085003455425,5,7
"355","mielessään",1,10,"Finnish",0.000691085003455425,12,7
"356","valistamalla",1,12,"Finnish",0.000691085003455425,5,7
"357","jatkuvin",1,8,"Finnish",0.000691085003455425,3,7
"358","kansallisin",1,11,"Finnish",0.000691085003455425,8,7
"359","kansainvälisin",1,14,"Finnish",0.000691085003455425,12,7
"360","toimenpitein",1,12,"Finnish",0.000691085003455425,7,7
"361","tehok",1,5,"Finnish",0.000691085003455425,3,7
"362","kaan",1,4,"Finnish",0.000691085003455425,6,7
"363","tunnustamisen",1,13,"Finnish",0.000691085003455425,3,7
"364","noudattamisen",1,13,"Finnish",0.000691085003455425,11,7
"365","itse",1,4,"Finnish",0.000691085003455425,10,7
"366","jäsenvaltioiden",1,15,"Finnish",0.000691085003455425,7,7
"367","et",1,2,"Finnish",0.000691085003455425,10,7
"368","tä",1,2,"Finnish",0.000691085003455425,4,7
"369","oikeuspiirissä",1,14,"Finnish",0.000691085003455425,14,7
"370","olevien",1,7,"Finnish",0.000691085003455425,7,7
"371","keskuudessa",1,11,"Finnish",0.000691085003455425,10,7
"372","syntyvät",1,8,"Finnish",0.000691085003455425,7,7
"373","tasavertaisina",1,14,"Finnish",0.000691085003455425,14,7
"374","rvoltaan",1,8,"Finnish",0.000691085003455425,7,7
"375","oikeuksiltaan",1,13,"Finnish",0.000691085003455425,3,7
"376","heille",1,6,"Finnish",0.000691085003455425,6,7
"377","annettu",1,7,"Finnish",0.000691085003455425,9,7
"378","järki",1,5,"Finnish",0.000691085003455425,12,7
"379","omatunto",1,8,"Finnish",0.000691085003455425,10,7
"380","toimitta",1,8,"Finnish",0.000691085003455425,12,7
"381","va",1,2,"Finnish",0.000691085003455425,4,7
"382","toisiaan",1,8,"Finnish",0.000691085003455425,10,7
"383","veljeyden",1,9,"Finnish",0.000691085003455425,7,7
"384","hengessä",1,8,"Finnish",0.000691085003455425,4,7
"385","jokainen",1,8,"Finnish",0.000691085003455425,11,8
"386","oikeutettu",1,10,"Finnish",0.000691085003455425,6,8
"387","kaikkiin",1,8,"Finnish",0.000691085003455425,17,8
"388","esitettyihin",1,12,"Finnish",0.000691085003455425,11,8
"389","vapauksiin",1,10,"Finnish",0.000691085003455425,6,8
"390","rotuun",1,6,"Finnish",0.000691085003455425,13,8
"391","väriin",1,6,"Finnish",0.000691085003455425,15,8
"392","suku",1,4,"Finnish",0.000691085003455425,10,8
"393","puoleen",1,7,"Finnish",0.000691085003455425,3,8
"394","kieleen",1,7,"Finnish",0.000691085003455425,6,8
"395","uskontoon",1,9,"Finnish",0.000691085003455425,15,8
"396","poliittiseen",1,12,"Finnish",0.000691085003455425,6,8
"397","mielipiteeseen",1,14,"Finnish",0.000691085003455425,5,8
"398","kansallisee",1,11,"Finnish",0.000691085003455425,10,8
"399","alkuperään",1,10,"Finnish",0.000691085003455425,9,8
"400","omaisuuteen",1,11,"Finnish",0.000691085003455425,4,8
"401","syntyperään",1,11,"Finnish",0.000691085003455425,7,8
"402","tek",1,3,"Finnish",0.000691085003455425,7,8
"403","ijään",1,5,"Finnish",0.000691085003455425,6,8
"404","perustuvaa",1,10,"Finnish",0.000691085003455425,6,8
"405","tehdä",1,5,"Finnish",0.000691085003455425,8,8
"406","alueen",1,6,"Finnish",0.000691085003455425,10,8
"407","valtiollisen",1,12,"Finnish",0.000691085003455425,6,8
"408","hallinnollisen",1,14,"Finnish",0.000691085003455425,9,8
"409","aseman",1,6,"Finnish",0.000691085003455425,4,8
"410","perusteell",1,10,"Finnish",0.000691085003455425,3,8
"411","johon",1,5,"Finnish",0.000691085003455425,13,8
"412","kuuluu",1,6,"Finnish",0.000691085003455425,6,8
"413","olipa",1,5,"Finnish",0.000691085003455425,6,8
"414","alue",1,4,"Finnish",0.000691085003455425,12,8
"415","itsenäinen",1,10,"Finnish",0.000691085003455425,6,8
"416","huoltohallinnossa",1,17,"Finnish",0.000691085003455425,5,8
"417","itsehallin",1,10,"Finnish",0.000691085003455425,4,8
"418","toa",1,3,"Finnish",0.000691085003455425,4,8
"419","vailla",1,6,"Finnish",0.000691085003455425,15,8
"420","täysivaltaisuudeltaan",1,21,"Finnish",0.000691085003455425,6,8
"421","minkä",1,5,"Finnish",0.000691085003455425,14,8
"422","tahansa",1,7,"Finnish",0.000691085003455425,10,8
"423","rajoitukse",1,10,"Finnish",0.000691085003455425,11,8
"424","kullakin",1,8,"Finnish",0.000691085003455425,6,8
"425","yksilöllä",1,9,"Finnish",0.000691085003455425,12,8
"426","elämään",1,7,"Finnish",0.000691085003455425,13,8
"427","vapauteen",1,9,"Finnish",0.000691085003455425,7,8
"428","henkilökohtaiseen",1,17,"Finnish",0.000691085003455425,10,8
"429","turvallisuuteen",1,15,"Finnish",0.000691085003455425,6,8
"430","orjana",1,6,"Finnish",0.000691085003455425,10,8
"431","orjuutettuna",1,12,"Finnish",0.000691085003455425,15,8
"432","orjuuden",1,8,"Finnish",0.000691085003455425,11,8
"433","orjakaupan",1,10,"Finnish",0.000691085003455425,11,8
"434","muodot",1,6,"Finnish",0.000691085003455425,8,8
"435","kiellettävä",1,11,"Finnish",0.000691085003455425,9,8
"436","kiduttaa",1,8,"Finnish",0.000691085003455425,10,8
"437","kohdella",1,8,"Finnish",0.000691085003455425,4,8
"438","rangaista",1,9,"Finnish",0.000691085003455425,14,8
"439","julmasti",1,8,"Finnish",0.000691085003455425,7,8
"440","epäinhimillisesti",1,17,"Finnish",0.000691085003455425,7,8
