"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"114","deklarację",2,10,"Polish",0.001318391562294,5,5
"115","środków",2,7,"Polish",0.001318391562294,8,5
"116","wśród",2,5,"Polish",0.001318391562294,8,5
"117","władzy",2,6,"Polish",0.001318391562294,3,5
"118","równi",2,5,"Polish",0.001318391562294,6,5
"119","oni",2,3,"Polish",0.001318391562294,10,5
"120","rasy",2,4,"Polish",0.001318391562294,6,5
"121","poglądów",2,8,"Polish",0.001318391562294,9,5
"122","narodowości",2,11,"Polish",0.001318391562294,5,5
"123","u",2,1,"Polish",0.001318391562294,15,5
"124","jakiegokolwiek",2,14,"Polish",0.001318391562294,10,5
"125","czynić",2,6,"Polish",0.001318391562294,5,5
"126","różnicy",2,7,"Polish",0.001318391562294,8,5
"127","zależności",2,10,"Polish",0.001318391562294,3,5
"128","którego",2,7,"Polish",0.001318391562294,3,5
"129","czy",2,3,"Polish",0.001318391562294,7,5
"130","kraj",2,4,"Polish",0.001318391562294,5,5
"131","ni",2,2,"Polish",0.001318391562294,1,5
"132","też",2,3,"Polish",0.001318391562294,5,5
"133","podlega",2,7,"Polish",0.001318391562294,8,5
"134","jakikolwiek",2,11,"Polish",0.001318391562294,8,5
"135","jakiejkolwiek",2,13,"Polish",0.001318391562294,12,5
"136","pogwałcenie",2,11,"Polish",0.001318391562294,11,5
"137","podstawowych",2,12,"Polish",0.001318391562294,5,5
"138","równości",2,8,"Polish",0.001318391562294,4,5
"139","popełnienie",2,11,"Polish",0.001318391562294,9,5
"140","publicznie",2,10,"Polish",0.001318391562294,12,5
"141","niezależny",2,10,"Polish",0.001318391562294,11,5
"142","zgodnie",2,7,"Polish",0.001318391562294,8,5
"143","podczas",2,7,"Polish",0.001318391562294,8,5
"144","publicznego",2,11,"Polish",0.001318391562294,7,5
"145","może",2,4,"Polish",0.001318391562294,10,5
"146","powodu",2,6,"Polish",0.001318391562294,5,5
"147","chwili",2,6,"Polish",0.001318391562294,9,5
"148","międzynarodowego",2,16,"Polish",0.001318391562294,5,5
"149","ta",2,2,"Polish",0.001318391562294,9,5
"150","popełnienia",2,11,"Polish",0.001318391562294,14,5
"151","wyboru",2,6,"Polish",0.001318391562294,8,5
"152","każdego",2,7,"Polish",0.001318391562294,5,5
"153","swego",2,5,"Polish",0.001318391562294,13,5
"154","niego",2,5,"Polish",0.001318391562294,6,5
"155","razie",2,5,"Polish",0.001318391562294,12,5
"156","przypadku",2,9,"Polish",0.001318391562294,5,5
"157","celami",2,6,"Polish",0.001318391562294,6,5
"158","zasadami",2,8,"Polish",0.001318391562294,8,5
"159","pozbawiać",2,9,"Polish",0.001318391562294,5,5
"160","zmiany",2,6,"Polish",0.001318391562294,12,5
"161","małżeństwa",2,10,"Polish",0.001318391562294,7,5
"162","rodziny",2,7,"Polish",0.001318391562294,7,5
"163","jedynie",2,7,"Polish",0.001318391562294,12,6
"164","swobodnie",2,9,"Polish",0.001318391562294,10,6
"165","wespół",2,6,"Polish",0.001318391562294,13,6
"166","własności",2,9,"Polish",0.001318391562294,7,6
"167","obejmuje",2,8,"Polish",0.001318391562294,11,6
"168","wiary",2,5,"Polish",0.001318391562294,12,6
"169","bądź",2,4,"Polish",0.001318391562294,8,6
"170","opinii",2,6,"Polish",0.001318391562294,14,6
"171","środkami",2,8,"Polish",0.001318391562294,7,6
"172","swym",2,4,"Polish",0.001318391562294,7,6
"173","wola",2,4,"Polish",0.001318391562294,10,6
"174","zasadzie",2,8,"Polish",0.001318391562294,11,6
"175","zapewniającej",2,13,"Polish",0.001318391562294,10,6
"176","społecznych",2,11,"Polish",0.001318391562294,6,6
"177","odpowiedniego",2,13,"Polish",0.001318391562294,11,6
"178","pomocy",2,6,"Polish",0.001318391562294,7,6
"179","społecznej",2,10,"Polish",0.001318391562294,6,6
"180","zawodowych",2,10,"Polish",0.001318391562294,7,6
"181","nauki",2,5,"Polish",0.001318391562294,11,6
"182","nauka",2,5,"Polish",0.001318391562294,6,6
"183","a",2,1,"Polish",0.001318391562294,10,6
"184","pełny",2,5,"Polish",0.001318391562294,9,6
"185","rozwój",2,6,"Polish",0.001318391562294,11,6
"186","korzystania",2,11,"Polish",0.001318391562294,11,6
"187","działalności",2,12,"Polish",0.001318391562294,6,6
"188","porządku",2,8,"Polish",0.001318391562294,6,6
"189","celu",2,4,"Polish",0.001318391562294,11,6
"190","powszechna",1,10,"Polish",0.000659195781147001,16,6
"191","deklaracja",1,10,"Polish",0.000659195781147001,5,6
"192","preamble",1,8,"Polish",0.000659195781147001,9,6
"193","przyrodzonej",1,12,"Polish",0.000659195781147001,13,6
"194","równych",1,7,"Polish",0.000659195781147001,12,6
"195","niezbywalnych",1,13,"Polish",0.000659195781147001,8,6
"196","członków",1,8,"Polish",0.000659195781147001,13,6
"197","wspólnoty",1,9,"Polish",0.000659195781147001,11,6
"198","sprawiedliwości",1,15,"Polish",0.000659195781147001,4,6
"199","nieposzanowanie",1,15,"Polish",0.000659195781147001,8,6
"200","nieprzestrzeganie",1,17,"Polish",0.000659195781147001,7,6
"201","doprowadziło",1,12,"Polish",0.000659195781147001,3,6
"202","barbarzyństwa",1,13,"Polish",0.000659195781147001,11,6
"203","wstrząsnęły",1,11,"Polish",0.000659195781147001,7,6
"204","ogłoszono",1,9,"Polish",0.000659195781147001,3,6
"205","najwznioślejszy",1,15,"Polish",0.000659195781147001,3,6
"206","dążenie",1,7,"Polish",0.000659195781147001,13,6
"207","zbudowania",1,10,"Polish",0.000659195781147001,4,6
"208","będą",1,4,"Polish",0.000659195781147001,6,6
"209","słowa",1,5,"Polish",0.000659195781147001,6,6
"210","przekonań",1,9,"Polish",0.000659195781147001,6,6
"211","strachu",1,7,"Polish",0.000659195781147001,10,6
"212","nędzy",1,5,"Polish",0.000659195781147001,8,6
"213","zawarowanie",1,11,"Polish",0.000659195781147001,10,6
"214","przepisami",1,10,"Polish",0.000659195781147001,8,6
"215","musiał",1,6,"Polish",0.000659195781147001,5,6
"216","doprowadzony",1,12,"Polish",0.000659195781147001,7,6
"217","ostateczności",1,13,"Polish",0.000659195781147001,13,6
"218","uciekać",1,7,"Polish",0.000659195781147001,9,6
"219","buntu",1,5,"Polish",0.000659195781147001,9,6
"220","tyranii",1,7,"Polish",0.000659195781147001,7,6
"221","uciskowi",1,8,"Polish",0.000659195781147001,12,6
"222","przyjaznych",1,11,"Polish",0.000659195781147001,10,6
"223","stosunków",1,9,"Polish",0.000659195781147001,10,6
"224","narody",1,6,"Polish",0.000659195781147001,11,6
"225","zjednoczone",1,11,"Polish",0.000659195781147001,5,6
"226","przywróciły",1,11,"Polish",0.000659195781147001,10,6
"227","swą",1,3,"Polish",0.000659195781147001,8,6
"228","wiarę",1,5,"Polish",0.000659195781147001,14,6
"229","podstawowe",1,10,"Polish",0.000659195781147001,6,6
"230","godność",1,7,"Polish",0.000659195781147001,13,6
"231","wartość",1,7,"Polish",0.000659195781147001,13,6
"232","jednostki",1,9,"Polish",0.000659195781147001,5,6
"233","równouprawnienie",1,16,"Polish",0.000659195781147001,12,6
"234","mężczyzn",1,8,"Polish",0.000659195781147001,9,6
"235","kobiet",1,6,"Polish",0.000659195781147001,8,6
"236","wyraziły",1,8,"Polish",0.000659195781147001,1,6
"237","swe",1,3,"Polish",0.000659195781147001,10,6
"238","zdecydow",1,8,"Polish",0.000659195781147001,3,6
"239","anie",1,4,"Polish",0.000659195781147001,11,6
"240","popierania",1,10,"Polish",0.000659195781147001,10,6
"241","postępu",1,7,"Polish",0.000659195781147001,5,6
"242","poprawy",1,7,"Polish",0.000659195781147001,14,6
"243","większej",1,8,"Polish",0.000659195781147001,12,6
"244","członkowskie",1,12,"Polish",0.000659195781147001,12,6
"245","podjęły",1,7,"Polish",0.000659195781147001,6,6
"246","współpracy",1,10,"Polish",0.000659195781147001,5,6
"247","Organizacją",1,11,"Polish",0.000659195781147001,4,7
"248","zapewnić",1,8,"Polish",0.000659195781147001,12,7
"249","poszanowanie",1,12,"Polish",0.000659195781147001,6,7
"250","podstawowy",1,10,"Polish",0.000659195781147001,15,7
"251","ch",1,2,"Polish",0.000659195781147001,3,7
"252","jednakowe",1,9,"Polish",0.000659195781147001,10,7
"253","rozumienie",1,10,"Polish",0.000659195781147001,10,7
"254","olbrzymie",1,9,"Polish",0.000659195781147001,7,7
"255","znaczenie",1,9,"Polish",0.000659195781147001,5,7
"256","pełnej",1,6,"Polish",0.000659195781147001,11,7
"257","realizacji",1,10,"Polish",0.000659195781147001,5,7
"258","przeto",1,6,"Polish",0.000659195781147001,6,7
"259","zgromadzenie",1,12,"Polish",0.000659195781147001,10,7
"260","ogólne",1,6,"Polish",0.000659195781147001,11,7
"261","ogłasza",1,7,"Polish",0.000659195781147001,10,7
"262","powszechną",1,10,"Polish",0.000659195781147001,3,7
"263","wspólny",1,7,"Polish",0.000659195781147001,10,7
"264","najwyższy",1,9,"Polish",0.000659195781147001,6,7
"265","ludów",1,5,"Polish",0.000659195781147001,3,7
"266","organy",1,6,"Polish",0.000659195781147001,11,7
"267","mając",1,5,"Polish",0.000659195781147001,5,7
"268","stale",1,5,"Polish",0.000659195781147001,6,7
"269","pamięci",1,7,"Polish",0.000659195781147001,5,7
"270","dążyły",1,6,"Polish",0.000659195781147001,4,7
"271","drodze",1,6,"Polish",0.000659195781147001,11,7
"272","wychowywania",1,12,"Polish",0.000659195781147001,8,7
"273","rozwijania",1,10,"Polish",0.000659195781147001,11,7
"274","zapewniły",1,9,"Polish",0.000659195781147001,6,7
"275","pomocą",1,6,"Polish",0.000659195781147001,8,7
"276","postępowych",1,11,"Polish",0.000659195781147001,4,7
"277","zasięgu",1,7,"Polish",0.000659195781147001,5,7
"278","krajowym",1,8,"Polish",0.000659195781147001,13,7
"279","międzynarodowym",1,15,"Polish",0.000659195781147001,15,7
"280","skuteczne",1,9,"Polish",0.000659195781147001,8,7
"281","stosowanie",1,10,"Polish",0.000659195781147001,9,7
"282","tej",1,3,"Polish",0.000659195781147001,6,7
"283","państw",1,6,"Polish",0.000659195781147001,9,7
"284","członkowskich",1,13,"Polish",0.000659195781147001,14,7
"285","zamieszkujących",1,15,"Polish",0.000659195781147001,8,7
"286","obszary",1,7,"Polish",0.000659195781147001,13,7
"287","podległe",1,8,"Polish",0.000659195781147001,7,7
"288","rodzą",1,5,"Polish",0.000659195781147001,10,7
"289","wolni",1,5,"Polish",0.000659195781147001,12,7
"290","d",1,1,"Polish",0.000659195781147001,6,7
"291","względem",1,8,"Polish",0.000659195781147001,6,7
"292","obdarzeni",1,9,"Polish",0.000659195781147001,8,7
"293","rozumem",1,7,"Polish",0.000659195781147001,4,7
"294","powinni",1,7,"Polish",0.000659195781147001,3,7
"295","postępować",1,10,"Polish",0.000659195781147001,5,7
"296","duchu",1,5,"Polish",0.000659195781147001,11,7
"297","braterstwa",1,10,"Polish",0.000659195781147001,9,7
"298","posiada",1,7,"Polish",0.000659195781147001,14,7
"299","koloru",1,6,"Polish",0.000659195781147001,1,7
"300","płci",1,4,"Polish",0.000659195781147001,10,7
"301","języka",1,6,"Polish",0.000659195781147001,7,7
"302","politycznych",1,12,"Polish",0.000659195781147001,11,7
"303","pochodzenia",1,11,"Polish",0.000659195781147001,7,7
"304","majątk",1,6,"Polish",0.000659195781147001,11,7
"305","urodzenia",1,9,"Polish",0.000659195781147001,6,7
"306","innego",1,6,"Polish",0.000659195781147001,5,7
"307","stanu",1,5,"Polish",0.000659195781147001,6,7
"308","ponadto",1,7,"Polish",0.000659195781147001,11,7
"309","żadnej",1,6,"Polish",0.000659195781147001,6,7
"310","sytuacji",1,8,"Polish",0.000659195781147001,11,7
"311","politycznej",1,11,"Polish",0.000659195781147001,6,7
"312","międzynarodowej",1,15,"Polish",0.000659195781147001,6,7
"313","obszaru",1,7,"Polish",0.000659195781147001,10,7
"314","dana",1,4,"Polish",0.000659195781147001,7,7
"315","osoba",1,5,"Polish",0.000659195781147001,1,7
"316","przynależy",1,10,"Polish",0.000659195781147001,11,7
"317","dany",1,4,"Polish",0.000659195781147001,2,7
"318","obszar",1,6,"Polish",0.000659195781147001,5,7
"319","epodległy",1,9,"Polish",0.000659195781147001,10,7
"320","systemowi",1,9,"Polish",0.000659195781147001,2,7
"321","powiernictwa",1,12,"Polish",0.000659195781147001,5,7
"322","rządzi",1,6,"Polish",0.000659195781147001,9,7
"323","samodzielnie",1,12,"Polish",0.000659195781147001,8,7
"324","ograniczony",1,11,"Polish",0.000659195781147001,11,7
"325","niepodległości",1,14,"Polish",0.000659195781147001,6,7
"326","bezpieczeństwa",1,14,"Polish",0.000659195781147001,6,7
"327","osoby",1,5,"Polish",0.000659195781147001,4,7
"328","niewol",1,6,"Polish",0.000659195781147001,4,7
"329","nikiem",1,6,"Polish",0.000659195781147001,4,7
"330","nakładać",1,8,"Polish",0.000659195781147001,7,7
"331","służebności",1,11,"Polish",0.000659195781147001,12,8
"332","niewolnictwo",1,12,"Polish",0.000659195781147001,6,8
"333","handel",1,6,"Polish",0.000659195781147001,9,8
"334","niewolnikami",1,12,"Polish",0.000659195781147001,4,8
"335","zakazane",1,8,"Polish",0.000659195781147001,5,8
"336","postaciach",1,10,"Polish",0.000659195781147001,7,8
"337","torturować",1,10,"Polish",0.000659195781147001,12,8
"338","karać",1,5,"Polish",0.000659195781147001,5,8
"339","traktować",1,9,"Polish",0.000659195781147001,11,8
"340","okrutny",1,7,"Polish",0.000659195781147001,14,8
"341","nieludzki",1,9,"Polish",0.000659195781147001,8,8
"342","poniżający",1,10,"Polish",0.000659195781147001,5,8
"343","uznawania",1,9,"Polish",0.000659195781147001,7,8
"344","wszędzie",1,8,"Polish",0.000659195781147001,12,8
"345","jakąkolwiek",1,11,"Polish",0.000659195781147001,10,8
"346","dyskryminacją",1,13,"Polish",0.000659195781147001,12,8
"347","będącą",1,6,"Polish",0.000659195781147001,9,8
"348","m",1,1,"Polish",0.000659195781147001,7,8
"349","jakimkolwiek",1,12,"Polish",0.000659195781147001,8,8
"350","narażeniem",1,10,"Polish",0.000659195781147001,2,8
"351","taką",1,4,"Polish",0.000659195781147001,5,8
"352","dyskryminację",1,13,"Polish",0.000659195781147001,6,8
"353","skutecznego",1,11,"Polish",0.000659195781147001,8,8
"354","odwoływania",1,11,"Polish",0.000659195781147001,6,8
"355","kompetentnych",1,13,"Polish",0.000659195781147001,9,8
"356","sądów",1,5,"Polish",0.000659195781147001,7,8
"357","krajowych",1,9,"Polish",0.000659195781147001,7,8
"358","czynom",1,6,"Polish",0.000659195781147001,4,8
"359","stanowiącym",1,11,"Polish",0.000659195781147001,8,8
"360","przyznanych",1,11,"Polish",0.000659195781147001,8,8
"361","konstytucję",1,11,"Polish",0.000659195781147001,2,8
"362","aresztować",1,10,"Polish",0.000659195781147001,5,8
"363","zatrzymać",1,9,"Polish",0.000659195781147001,7,8
"364","wygnać",1,6,"Polish",0.000659195781147001,5,8
"365","warunkach",1,9,"Polish",0.000659195781147001,3,8
"366","całkowitej",1,10,"Polish",0.000659195781147001,7,8
"367","przy",1,4,"Polish",0.000659195781147001,3,8
"368","rozstrzyganiu",1,13,"Polish",0.000659195781147001,6,8
"369","prawach",1,7,"Polish",0.000659195781147001,9,8
"370","zobowiązaniach",1,14,"Polish",0.000659195781147001,14,8
"371","zasadności",1,10,"Polish",0.000659195781147001,4,8
"372","wysuwanego",1,10,"Polish",0.000659195781147001,17,8
"373","niemu",1,5,"Polish",0.000659195781147001,4,8
"374","oskarżenia",1,10,"Polish",0.000659195781147001,10,8
"375","słuchanym",1,9,"Polish",0.000659195781147001,8,8
"376","sprawiedliwie",1,13,"Polish",0.000659195781147001,4,8
"377","bezstronny",1,10,"Polish",0.000659195781147001,12,8
"378","sąd",1,3,"Polish",0.000659195781147001,6,8
"379","oskarżony",1,9,"Polish",0.000659195781147001,1,8
"380","przestjpstwa",1,12,"Polish",0.000659195781147001,5,8
"381","uznawano",1,8,"Polish",0.000659195781147001,13,8
"382","go",1,2,"Polish",0.000659195781147001,5,8
"383","niewinnego",1,10,"Polish",0.000659195781147001,8,8
"384","dopóty",1,6,"Polish",0.000659195781147001,13,8
"385","dopóki",1,6,"Polish",0.000659195781147001,13,8
"386","udowodni",1,8,"Polish",0.000659195781147001,7,8
"387","winy",1,4,"Polish",0.000659195781147001,6,8
"388","prawem",1,6,"Polish",0.000659195781147001,6,8
"389","procesu",1,7,"Polish",0.000659195781147001,4,8
"390","zapewniono",1,10,"Polish",0.000659195781147001,7,8
"391","środki",1,6,"Polish",0.000659195781147001,12,8
"392","obrony",1,6,"Polish",0.000659195781147001,14,8
"393","nikt",1,4,"Polish",0.000659195781147001,6,8
"394","skazany",1,7,"Polish",0.000659195781147001,4,8
"395","przestępstwo",1,12,"Polish",0.000659195781147001,6,8
"396","działania",1,9,"Polish",0.000659195781147001,6,8
"397","zaniechania",1,11,"Polish",0.000659195781147001,2,8
"398","e",1,1,"Polish",0.000659195781147001,3,8
"399","stanowiącego",1,12,"Polish",0.000659195781147001,7,8
"400","dokonania",1,9,"Polish",0.000659195781147001,11,8
"401","według",1,6,"Polish",0.000659195781147001,2,8
"402","krajowego",1,9,"Polish",0.000659195781147001,3,9
"403","także",1,5,"Polish",0.000659195781147001,10,9
"404","wymierzać",1,9,"Polish",0.000659195781147001,9,9
"405","kary",1,4,"Polish",0.000659195781147001,14,9
"406","wyższej",1,7,"Polish",0.000659195781147001,14,9
"407","niż",1,3,"Polish",0.000659195781147001,10,9
"408","która",1,5,"Polish",0.000659195781147001,7,9
"409","była",1,4,"Polish",0.000659195781147001,9,9
"410","przewidziana",1,12,"Polish",0.000659195781147001,10,9
"411","ingerować",1,9,"Polish",0.000659195781147001,7,9
"412","czyjekolw",1,9,"Polish",0.000659195781147001,10,9
"413","iek",1,3,"Polish",0.000659195781147001,13,9
"414","życie",1,5,"Polish",0.000659195781147001,6,9
"415","prywatne",1,8,"Polish",0.000659195781147001,14,9
"416","rodzinne",1,8,"Polish",0.000659195781147001,9,9
"417","domowe",1,6,"Polish",0.000659195781147001,7,9
"418","korespondencję",1,14,"Polish",0.000659195781147001,9,9
"419","uwłaczać",1,8,"Polish",0.000659195781147001,7,9
"420","honorowi",1,8,"Polish",0.000659195781147001,1,9
"421","dobremu",1,7,"Polish",0.000659195781147001,5,9
"422","imieniu",1,7,"Polish",0.000659195781147001,7,9
"423","przeciwko",1,9,"Polish",0.000659195781147001,7,9
"424","takiej",1,6,"Polish",0.000659195781147001,7,9
"425","ingerencji",1,10,"Polish",0.000659195781147001,8,9
"426","uwłaczaniu",1,10,"Polish",0.000659195781147001,7,9
"427","porusz",1,6,"Polish",0.000659195781147001,14,9
"428","ania",1,4,"Polish",0.000659195781147001,7,9
"429","miejsca",1,7,"Polish",0.000659195781147001,10,9
"430","zamieszkania",1,12,"Polish",0.000659195781147001,7,9
"431","granicach",1,9,"Polish",0.000659195781147001,7,9
"432","opuścić",1,7,"Polish",0.000659195781147001,9,9
"433","swój",1,4,"Polish",0.000659195781147001,9,9
"434","własny",1,6,"Polish",0.000659195781147001,9,9
"435","powrócić",1,8,"Polish",0.000659195781147001,10,9
"436","ubiegać",1,7,"Polish",0.000659195781147001,9,9
"437","azyl",1,4,"Polish",0.000659195781147001,8,9
"438","innym",1,5,"Polish",0.000659195781147001,15,9
"439","prześladowania",1,14,"Polish",0.000659195781147001,7,9
"440","powoływać",1,9,"Polish",0.000659195781147001,10,9
"441","ścigania",1,8,"Polish",0.000659195781147001,13,9
"442","wszczętego",1,10,"Polish",0.000659195781147001,9,9
"443","rzeczywiście",1,12,"Polish",0.000659195781147001,12,9
"444","pospolitego",1,11,"Polish",0.000659195781147001,6,9
"445","czynu",1,5,"Polish",0.000659195781147001,12,9
"446","sprzecznego",1,11,"Polish",0.000659195781147001,10,9
"447","Narodów",1,7,"Polish",0.000659195781147001,1,9
"448","p",1,1,"Polish",0.000659195781147001,2,9
"449","rawo",1,4,"Polish",0.000659195781147001,7,9
"450","nikomu",1,6,"Polish",0.000659195781147001,10,9
"451","odmawiać",1,8,"Polish",0.000659195781147001,3,9
"452","mężczyźni",1,9,"Polish",0.000659195781147001,4,9
"453","kobiety",1,7,"Polish",0.000659195781147001,12,9
"454","osiągnięci",1,10,"Polish",0.000659195781147001,11,9
"455","pełnoletności",1,13,"Polish",0.000659195781147001,11,9
"456","zawarcia",1,8,"Polish",0.000659195781147001,6,9
"457","założenia",1,9,"Polish",0.000659195781147001,14,9
"458","równe",1,5,"Polish",0.000659195781147001,15,9
"459","odniesieniu",1,11,"Polish",0.000659195781147001,9,9
"460","zawierania",1,10,"Polish",0.000659195781147001,11,9
"461","trwania",1,7,"Polish",0.000659195781147001,13,9
"462","ustaniu",1,7,"Polish",0.000659195781147001,4,9
"463","małżeństwo",1,10,"Polish",0.000659195781147001,5,9
"464","wyrażoną",1,8,"Polish",0.000659195781147001,1,9
"465","pełną",1,5,"Polish",0.000659195781147001,8,9
"466","zgodą",1,5,"Polish",0.000659195781147001,4,9
"467","przyszłych",1,10,"Polish",0.000659195781147001,7,9
"468","małżonków",1,9,"Polish",0.000659195781147001,5,10
"469","rodzina",1,7,"Polish",0.000659195781147001,5,10
"470","naturalną",1,9,"Polish",0.000659195781147001,10,10
"471","podstawową",1,10,"Polish",0.000659195781147001,15,10
"472","komórką",1,7,"Polish",0.000659195781147001,2,10
