"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"126","расы",2,4,"Russian",0.00127307447485678,10,5
"127","социального",2,11,"Russian",0.00127307447485678,12,5
"128","иного",2,5,"Russian",0.00127307447485678,11,5
"129","проводиться",2,11,"Russian",0.00127307447485678,5,5
"130","международного",2,14,"Russian",0.00127307447485678,8,5
"131","независимо",2,10,"Russian",0.00127307447485678,7,5
"132","эта",2,3,"Russian",0.00127307447485678,14,5
"133","жизнь",2,5,"Russian",0.00127307447485678,6,5
"134","личную",2,6,"Russian",0.00127307447485678,11,5
"135","неприкосновенность",2,18,"Russian",0.00127307447485678,12,5
"136","он",2,2,"Russian",0.00127307447485678,3,5
"137","перед",2,5,"Russian",0.00127307447485678,5,5
"138","такой",2,5,"Russian",0.00127307447485678,5,5
"139","произвольному",2,13,"Russian",0.00127307447485678,4,5
"140","требований",2,10,"Russian",0.00127307447485678,2,5
"141","совершении",2,10,"Russian",0.00127307447485678,4,5
"142","порядком",2,8,"Russian",0.00127307447485678,4,5
"143","защиты",2,6,"Russian",0.00127307447485678,9,5
"144","преступление",2,12,"Russian",0.00127307447485678,5,5
"145","совершения",2,10,"Russian",0.00127307447485678,5,5
"146","деяния",2,6,"Russian",0.00127307447485678,13,5
"147","себе",2,4,"Russian",0.00127307447485678,10,5
"148","страну",2,6,"Russian",0.00127307447485678,7,5
"149","искать",2,6,"Russian",0.00127307447485678,9,5
"150","преследования",2,13,"Russian",0.00127307447485678,8,5
"151","случае",2,6,"Russian",0.00127307447485678,12,5
"152","целям",2,5,"Russian",0.00127307447485678,6,5
"153","принципам",2,9,"Russian",0.00127307447485678,3,5
"154","гражданство",2,11,"Russian",0.00127307447485678,14,5
"155","произвольно",2,11,"Russian",0.00127307447485678,10,5
"156","лишен",2,5,"Russian",0.00127307447485678,12,5
"157","своего",2,6,"Russian",0.00127307447485678,8,5
"158","вступать",2,8,"Russian",0.00127307447485678,10,6
"159","браке",2,5,"Russian",0.00127307447485678,9,6
"160","со",2,2,"Russian",0.00127307447485678,5,6
"161","единолично",2,10,"Russian",0.00127307447485678,11,6
"162","включает",2,8,"Russian",0.00127307447485678,10,6
"163","религию",2,7,"Russian",0.00127307447485678,8,6
"164","убеждения",2,9,"Russian",0.00127307447485678,13,6
"165","свободное",2,9,"Russian",0.00127307447485678,6,6
"166","выражение",2,9,"Russian",0.00127307447485678,12,6
"167","средствами",2,10,"Russian",0.00127307447485678,14,6
"168","своей",2,5,"Russian",0.00127307447485678,11,6
"169","через",2,5,"Russian",0.00127307447485678,12,6
"170","посредство",2,10,"Russian",0.00127307447485678,5,6
"171","воля",2,4,"Russian",0.00127307447485678,8,6
"172","должна",2,6,"Russian",0.00127307447485678,4,6
"173","голосования",2,11,"Russian",0.00127307447485678,11,6
"174","социальное",2,10,"Russian",0.00127307447485678,13,6
"175","обеспечение",2,11,"Russian",0.00127307447485678,6,6
"176","осуществление",2,13,"Russian",0.00127307447485678,7,6
"177","поддержания",2,11,"Russian",0.00127307447485678,2,6
"178","социальной",2,10,"Russian",0.00127307447485678,7,6
"179","культурной",2,10,"Russian",0.00127307447485678,13,6
"180","труд",2,4,"Russian",0.00127307447485678,7,6
"181","безработицы",2,11,"Russian",0.00127307447485678,17,6
"182","него",2,4,"Russian",0.00127307447485678,12,6
"183","самого",2,6,"Russian",0.00127307447485678,7,6
"184","профессиональные",2,16,"Russian",0.00127307447485678,11,6
"185","союзы",2,5,"Russian",0.00127307447485678,5,6
"186","интересов",2,9,"Russian",0.00127307447485678,8,6
"187","благосостояния",2,14,"Russian",0.00127307447485678,6,6
"188","общего",2,6,"Russian",0.00127307447485678,4,6
"189","уважения",2,8,"Russian",0.00127307447485678,10,6
"190","участвовать",2,11,"Russian",0.00127307447485678,6,6
"191","декларации",2,10,"Russian",0.00127307447485678,15,6
"192","всеобщая",1,8,"Russian",0.00063653723742839,5,6
"193","декларация",1,10,"Russian",0.00063653723742839,13,6
"194","принята",1,7,"Russian",0.00063653723742839,10,6
"195","провозглашена",1,13,"Russian",0.00063653723742839,13,6
"196","резолюцией",1,10,"Russian",0.00063653723742839,13,6
"197","А",1,1,"Russian",0.00063653723742839,8,6
"198","iii",1,3,"Russian",0.00063653723742839,10,6
"199","генеральной",1,11,"Russian",0.00063653723742839,7,6
"200","Ассамблеи",1,9,"Russian",0.00063653723742839,12,6
"201","декабря",1,7,"Russian",0.00063653723742839,6,6
"202","года",1,4,"Russian",0.00063653723742839,12,6
"203","преамбула",1,9,"Russian",0.00063653723742839,10,6
"204","присущего",1,9,"Russian",0.00063653723742839,6,6
"205","всем",1,4,"Russian",0.00063653723742839,7,6
"206","членам",1,6,"Russian",0.00063653723742839,1,6
"207","равных",1,6,"Russian",0.00063653723742839,9,6
"208","неотъемлемых",1,12,"Russian",0.00063653723742839,15,6
"209","пренебрежение",1,13,"Russian",0.00063653723742839,18,6
"210","презрение",1,9,"Russian",0.00063653723742839,10,6
"211","привели",1,7,"Russian",0.00063653723742839,4,6
"212","варварским",1,10,"Russian",0.00063653723742839,8,6
"213","актам",1,5,"Russian",0.00063653723742839,5,6
"214","возмущают",1,9,"Russian",0.00063653723742839,13,6
"215","совесть",1,7,"Russian",0.00063653723742839,9,6
"216","человечества",1,12,"Russian",0.00063653723742839,7,6
"217","создание",1,8,"Russian",0.00063653723742839,5,6
"218","иметь",1,5,"Russian",0.00063653723742839,11,6
"219","слова",1,5,"Russian",0.00063653723742839,9,6
"220","свободны",1,8,"Russian",0.00063653723742839,6,6
"221","страха",1,6,"Russian",0.00063653723742839,4,6
"222","нужды",1,5,"Russian",0.00063653723742839,4,6
"223","провозглашено",1,13,"Russian",0.00063653723742839,9,6
"224","высокое",1,7,"Russian",0.00063653723742839,5,6
"225","стремление",1,10,"Russian",0.00063653723742839,9,6
"226","людей",1,5,"Russian",0.00063653723742839,9,6
"227","охранялись",1,10,"Russian",0.00063653723742839,7,6
"228","властью",1,7,"Russian",0.00063653723742839,9,6
"229","целях",1,5,"Russian",0.00063653723742839,5,6
"230","был",1,3,"Russian",0.00063653723742839,8,6
"231","вынужден",1,8,"Russian",0.00063653723742839,5,6
"232","прибегать",1,9,"Russian",0.00063653723742839,3,6
"233","последнего",1,10,"Russian",0.00063653723742839,7,6
"234","средства",1,8,"Russian",0.00063653723742839,10,6
"235","восстанию",1,9,"Russian",0.00063653723742839,9,6
"236","против",1,6,"Russian",0.00063653723742839,9,7
"237","тирании",1,7,"Russian",0.00063653723742839,5,7
"238","угнетения",1,9,"Russian",0.00063653723742839,5,7
"239","дружественных",1,13,"Russian",0.00063653723742839,8,7
"240","отношений",1,9,"Russian",0.00063653723742839,10,7
"241","подтвердили",1,11,"Russian",0.00063653723742839,4,7
"242","Уставе",1,6,"Russian",0.00063653723742839,10,7
"243","веру",1,4,"Russian",0.00063653723742839,9,7
"244","основные",1,8,"Russian",0.00063653723742839,10,7
"245","ценность",1,8,"Russian",0.00063653723742839,5,7
"246","равноправие",1,11,"Russian",0.00063653723742839,4,7
"247","мужчин",1,6,"Russian",0.00063653723742839,7,7
"248","женщин",1,6,"Russian",0.00063653723742839,7,7
"249","решили",1,6,"Russian",0.00063653723742839,8,7
"250","социальному",1,11,"Russian",0.00063653723742839,10,7
"251","прогрессу",1,9,"Russian",0.00063653723742839,10,7
"252","улучшению",1,9,"Russian",0.00063653723742839,7,7
"253","условий",1,7,"Russian",0.00063653723742839,6,7
"254","большей",1,7,"Russian",0.00063653723742839,6,7
"255","свободе",1,7,"Russian",0.00063653723742839,8,7
"256","обязались",1,9,"Russian",0.00063653723742839,5,7
"257","сотрудничестве",1,14,"Russian",0.00063653723742839,13,7
"258","Организацией",1,12,"Russian",0.00063653723742839,6,7
"259","всеобщему",1,9,"Russian",0.00063653723742839,8,7
"260","соблюдению",1,10,"Russian",0.00063653723742839,10,7
"261","всеобщее",1,8,"Russian",0.00063653723742839,13,7
"262","понимание",1,9,"Russian",0.00063653723742839,9,7
"263","характера",1,9,"Russian",0.00063653723742839,5,7
"264","огромное",1,8,"Russian",0.00063653723742839,10,7
"265","значение",1,8,"Russian",0.00063653723742839,8,7
"266","выполнения",1,10,"Russian",0.00063653723742839,6,7
"267","этого",1,5,"Russian",0.00063653723742839,13,7
"268","обязательства",1,13,"Russian",0.00063653723742839,7,7
"269","генеральная",1,11,"Russian",0.00063653723742839,8,7
"270","Ассамблея",1,9,"Russian",0.00063653723742839,6,7
"271","провозглашает",1,13,"Russian",0.00063653723742839,5,7
"272","всеобщую",1,8,"Russian",0.00063653723742839,11,7
"273","декларацию",1,10,"Russian",0.00063653723742839,10,7
"274","задачи",1,6,"Russian",0.00063653723742839,3,7
"275","выполнению",1,10,"Russian",0.00063653723742839,9,7
"276","стремиться",1,10,"Russian",0.00063653723742839,11,7
"277","тем",1,3,"Russian",0.00063653723742839,5,7
"278","орган",1,5,"Russian",0.00063653723742839,9,7
"279","постоянно",1,9,"Russian",0.00063653723742839,8,7
"280","имея",1,4,"Russian",0.00063653723742839,14,7
"281","виду",1,4,"Russian",0.00063653723742839,4,7
"282","стремились",1,10,"Russian",0.00063653723742839,6,7
"283","просвещения",1,11,"Russian",0.00063653723742839,12,7
"284","обеспечению",1,11,"Russian",0.00063653723742839,5,7
"285","международных",1,13,"Russian",0.00063653723742839,9,7
"286","прогрессивных",1,13,"Russian",0.00063653723742839,6,7
"287","мероприятий",1,11,"Russian",0.00063653723742839,7,7
"288","эффективного",1,12,"Russian",0.00063653723742839,10,7
"289","осуществления",1,13,"Russian",0.00063653723742839,12,7
"290","государств",1,10,"Russian",0.00063653723742839,6,7
"291","территорий",1,10,"Russian",0.00063653723742839,9,7
"292","находящихся",1,11,"Russian",0.00063653723742839,9,7
"293","под",1,3,"Russian",0.00063653723742839,2,7
"294","юрисдикцией",1,11,"Russian",0.00063653723742839,10,7
"295","рождаются",1,9,"Russian",0.00063653723742839,12,7
"296","свободными",1,10,"Russian",0.00063653723742839,11,7
"297","равными",1,7,"Russian",0.00063653723742839,5,7
"298","достоинстве",1,11,"Russian",0.00063653723742839,9,7
"299","наделены",1,8,"Russian",0.00063653723742839,2,7
"300","разумом",1,7,"Russian",0.00063653723742839,13,7
"301","совестью",1,8,"Russian",0.00063653723742839,14,7
"302","поступать",1,9,"Russian",0.00063653723742839,12,7
"303","друг",1,4,"Russian",0.00063653723742839,10,7
"304","друга",1,5,"Russian",0.00063653723742839,6,8
"305","духе",1,4,"Russian",0.00063653723742839,11,8
"306","братства",1,8,"Russian",0.00063653723742839,11,8
"307","обладать",1,8,"Russian",0.00063653723742839,7,8
"308","свободами",1,9,"Russian",0.00063653723742839,13,8
"309","провозглашенными",1,16,"Russian",0.00063653723742839,7,8
"310","Декларацией",1,11,"Russian",0.00063653723742839,5,8
"311","цвета",1,5,"Russian",0.00063653723742839,6,8
"312","кожи",1,4,"Russian",0.00063653723742839,10,8
"313","пола",1,4,"Russian",0.00063653723742839,3,8
"314","языка",1,5,"Russian",0.00063653723742839,8,8
"315","политических",1,12,"Russian",0.00063653723742839,5,8
"316","иных",1,4,"Russian",0.00063653723742839,7,8
"317","национального",1,13,"Russian",0.00063653723742839,8,8
"318","происхождения",1,13,"Russian",0.00063653723742839,11,8
"319","имущественного",1,14,"Russian",0.00063653723742839,12,8
"320","сословного",1,10,"Russian",0.00063653723742839,11,8
"321","положения",1,9,"Russian",0.00063653723742839,11,8
"322","кроме",1,5,"Russian",0.00063653723742839,9,8
"323","никакого",1,8,"Russian",0.00063653723742839,9,8
"324","политического",1,13,"Russian",0.00063653723742839,8,8
"325","правового",1,9,"Russian",0.00063653723742839,12,8
"326","статуса",1,7,"Russian",0.00063653723742839,11,8
"327","страны",1,6,"Russian",0.00063653723742839,5,8
"328","территории",1,10,"Russian",0.00063653723742839,13,8
"329","принадлежит",1,11,"Russian",0.00063653723742839,4,8
"330","ли",1,2,"Russian",0.00063653723742839,9,8
"331","территория",1,10,"Russian",0.00063653723742839,10,8
"332","независимой",1,11,"Russian",0.00063653723742839,13,8
"333","подопечной",1,10,"Russian",0.00063653723742839,8,8
"334","несамоуправляющейся",1,19,"Russian",0.00063653723742839,12,8
"335","либо",1,4,"Russian",0.00063653723742839,5,8
"336","иначе",1,5,"Russian",0.00063653723742839,3,8
"337","ограниченной",1,12,"Russian",0.00063653723742839,5,8
"338","суверенитете",1,12,"Russian",0.00063653723742839,8,8
"339","содержаться",1,11,"Russian",0.00063653723742839,11,8
"340","рабстве",1,7,"Russian",0.00063653723742839,6,8
"341","подневольном",1,12,"Russian",0.00063653723742839,6,8
"342","состоянии",1,9,"Russian",0.00063653723742839,6,8
"343","рабство",1,7,"Russian",0.00063653723742839,14,8
"344","работорговля",1,12,"Russian",0.00063653723742839,7,8
"345","запрещаются",1,11,"Russian",0.00063653723742839,16,8
"346","видах",1,5,"Russian",0.00063653723742839,9,8
"347","пыткам",1,6,"Russian",0.00063653723742839,8,8
"348","жестоким",1,8,"Russian",0.00063653723742839,6,8
"349","бесчеловечным",1,13,"Russian",0.00063653723742839,6,8
"350","унижающим",1,9,"Russian",0.00063653723742839,7,8
"351","обращению",1,9,"Russian",0.00063653723742839,7,8
"352","наказанию",1,9,"Russian",0.00063653723742839,7,8
"353","где",1,3,"Russian",0.00063653723742839,10,8
"354","находился",1,9,"Russian",0.00063653723742839,13,8
"355","правосубъектности",1,17,"Russian",0.00063653723742839,2,8
"356","равны",1,5,"Russian",0.00063653723742839,12,8
"357","всякого",1,7,"Russian",0.00063653723742839,9,8
"358","нарушающей",1,10,"Russian",0.00063653723742839,5,8
"359","подстрекательства",1,17,"Russian",0.00063653723742839,9,8
"360","эффективное",1,11,"Russian",0.00063653723742839,7,8
"361","восстановление",1,14,"Russian",0.00063653723742839,11,8
"362","компетентными",1,13,"Russian",0.00063653723742839,9,8
"363","национальными",1,13,"Russian",0.00063653723742839,10,8
"364","судами",1,6,"Russian",0.00063653723742839,6,8
"365","случаях",1,7,"Russian",0.00063653723742839,5,8
"366","нарушения",1,9,"Russian",0.00063653723742839,11,8
"367","предоставленных",1,15,"Russian",0.00063653723742839,10,8
"368","конституцией",1,12,"Russian",0.00063653723742839,6,8
"369","подвергнут",1,10,"Russian",0.00063653723742839,2,8
"370","аресту",1,6,"Russian",0.00063653723742839,6,8
"371","задержанию",1,10,"Russian",0.00063653723742839,7,8
"372","изгнанию",1,8,"Russian",0.00063653723742839,5,8
"373","определения",1,11,"Russian",0.00063653723742839,8,9
"374","обязанностей",1,12,"Russian",0.00063653723742839,6,9
"375","установления",1,12,"Russian",0.00063653723742839,10,9
"376","обоснованности",1,14,"Russian",0.00063653723742839,6,9
"377","предъявленного",1,14,"Russian",0.00063653723742839,3,9
"378","уголовного",1,10,"Russian",0.00063653723742839,6,9
"379","обвинения",1,9,"Russian",0.00063653723742839,14,9
"380","равенства",1,9,"Russian",0.00063653723742839,7,9
"381","дело",1,4,"Russian",0.00063653723742839,6,9
"382","рассмотрено",1,11,"Russian",0.00063653723742839,7,9
"383","гласно",1,6,"Russian",0.00063653723742839,9,9
"384","соблюдением",1,11,"Russian",0.00063653723742839,4,9
"385","независимым",1,11,"Russian",0.00063653723742839,10,9
"386","беспристрастным",1,15,"Russian",0.00063653723742839,13,9
"387","судом",1,5,"Russian",0.00063653723742839,3,9
"388","обвиняемый",1,10,"Russian",0.00063653723742839,6,9
"389","считаться",1,9,"Russian",0.00063653723742839,11,9
"390","невиновным",1,10,"Russian",0.00063653723742839,5,9
"391","до",1,2,"Russian",0.00063653723742839,6,9
"392","тех",1,3,"Russian",0.00063653723742839,12,9
"393","пор",1,3,"Russian",0.00063653723742839,9,9
"394","пока",1,4,"Russian",0.00063653723742839,5,9
"395","виновность",1,10,"Russian",0.00063653723742839,4,9
"396","будет",1,5,"Russian",0.00063653723742839,6,9
"397","установлена",1,11,"Russian",0.00063653723742839,7,9
"398","законным",1,8,"Russian",0.00063653723742839,14,9
"399","гласного",1,8,"Russian",0.00063653723742839,8,9
"400","судебного",1,9,"Russian",0.00063653723742839,9,9
"401","разбирательства",1,15,"Russian",0.00063653723742839,3,9
"402","обеспечиваются",1,14,"Russian",0.00063653723742839,13,9
"403","возможности",1,11,"Russian",0.00063653723742839,5,9
"404","осужден",1,7,"Russian",0.00063653723742839,7,9
"405","основании",1,9,"Russian",0.00063653723742839,9,9
"406","бездействие",1,11,"Russian",0.00063653723742839,8,9
"407","составляли",1,10,"Russian",0.00063653723742839,6,9
"408","национальным",1,12,"Russian",0.00063653723742839,6,9
"409","законам",1,7,"Russian",0.00063653723742839,4,9
"410","международному",1,14,"Russian",0.00063653723742839,9,9
"411","праву",1,5,"Russian",0.00063653723742839,7,9
"412","также",1,5,"Russian",0.00063653723742839,10,9
"413","налагаться",1,10,"Russian",0.00063653723742839,12,9
"414","наказание",1,9,"Russian",0.00063653723742839,14,9
"415","более",1,5,"Russian",0.00063653723742839,6,9
"416","тяжкое",1,6,"Russian",0.00063653723742839,4,9
"417","нежели",1,6,"Russian",0.00063653723742839,10,9
"418","которое",1,7,"Russian",0.00063653723742839,8,9
"419","могло",1,5,"Russian",0.00063653723742839,11,9
"420","применено",1,9,"Russian",0.00063653723742839,8,9
"421","когда",1,5,"Russian",0.00063653723742839,7,9
"422","совершено",1,9,"Russian",0.00063653723742839,15,9
"423","вмешательству",1,13,"Russian",0.00063653723742839,5,9
"424","семейную",1,8,"Russian",0.00063653723742839,4,9
"425","произвольным",1,12,"Russian",0.00063653723742839,6,9
"426","посягательствам",1,15,"Russian",0.00063653723742839,11,9
"427","жилища",1,6,"Russian",0.00063653723742839,7,9
"428","тайну",1,5,"Russian",0.00063653723742839,14,9
"429","корреспонденции",1,15,"Russian",0.00063653723742839,10,9
"430","честь",1,5,"Russian",0.00063653723742839,6,9
"431","репутацию",1,9,"Russian",0.00063653723742839,12,9
"432","вмешательства",1,13,"Russian",0.00063653723742839,4,9
"433","таких",1,5,"Russian",0.00063653723742839,12,9
"434","посягательств",1,13,"Russian",0.00063653723742839,11,9
"435","передвигаться",1,13,"Russian",0.00063653723742839,4,9
"436","выбирать",1,8,"Russian",0.00063653723742839,14,9
"437","местожительство",1,15,"Russian",0.00063653723742839,6,9
"438","пределах",1,8,"Russian",0.00063653723742839,9,9
"439","покидать",1,8,"Russian",0.00063653723742839,9,9
"440","любую",1,5,"Russian",0.00063653723742839,8,9
"441","собственную",1,11,"Russian",0.00063653723742839,4,9
"442","возвращаться",1,12,"Russian",0.00063653723742839,6,9
"443","убежища",1,7,"Russian",0.00063653723742839,10,9
"444","странах",1,7,"Russian",0.00063653723742839,9,9
"445","этим",1,4,"Russian",0.00063653723742839,6,9
"446","убежищем",1,8,"Russian",0.00063653723742839,14,9
"447","использовано",1,12,"Russian",0.00063653723742839,7,10
"448","действительности",1,16,"Russian",0.00063653723742839,10,10
"449","основанного",1,11,"Russian",0.00063653723742839,9,10
"450","неполитического",1,15,"Russian",0.00063653723742839,13,10
"451","противоречащего",1,15,"Russian",0.00063653723742839,7,10
"452","гражданства",1,11,"Russian",0.00063653723742839,4,10
"453","изменить",1,8,"Russian",0.00063653723742839,11,10
"454","свое",1,4,"Russian",0.00063653723742839,10,10
"455","мужчины",1,7,"Russian",0.00063653723742839,10,10
"456","женщины",1,7,"Russian",0.00063653723742839,12,10
"457","достигшие",1,9,"Russian",0.00063653723742839,4,10
"458","совершеннолетия",1,15,"Russian",0.00063653723742839,4,10
"459","всяких",1,6,"Russian",0.00063653723742839,12,10
"460","ограничений",1,11,"Russian",0.00063653723742839,3,10
"461","признаку",1,8,"Russian",0.00063653723742839,5,10
"462","национальности",1,14,"Russian",0.00063653723742839,8,10
"463","основывать",1,10,"Russian",0.00063653723742839,6,10
"464","семью",1,5,"Russian",0.00063653723742839,3,10
"465","пользуются",1,10,"Russian",0.00063653723742839,15,10
"466","одинаковыми",1,11,"Russian",0.00063653723742839,6,10
"467","вступления",1,10,"Russian",0.00063653723742839,16,10
"468","состояния",1,9,"Russian",0.00063653723742839,10,10
"469","расторжения",1,11,"Russian",0.00063653723742839,13,10
"470","заключен",1,8,"Russian",0.00063653723742839,5,10
"471","свободном",1,9,"Russian",0.00063653723742839,3,10
"472","полном",1,6,"Russian",0.00063653723742839,9,10
"473","согласии",1,8,"Russian",0.00063653723742839,5,10
"474","обеих",1,5,"Russian",0.00063653723742839,5,10
"475","вступающих",1,10,"Russian",0.00063653723742839,4,10
"476","сторон",1,6,"Russian",0.00063653723742839,8,10
"477","семья",1,5,"Russian",0.00063653723742839,4,10
"478","естественной",1,12,"Russian",0.00063653723742839,9,10
"479","основной",1,8,"Russian",0.00063653723742839,7,10
"480","ячейкой",1,7,"Russian",0.00063653723742839,9,10
