"","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"119","دولة",2,4,"Arabic",0.00156617071260767,4,4
"120","يحق",2,3,"Arabic",0.00156617071260767,4,4
"121","بلاد",2,4,"Arabic",0.00156617071260767,6,4
"122","أخرى",2,4,"Arabic",0.00156617071260767,5,4
"123","أغراض",2,5,"Arabic",0.00156617071260767,6,4
"124","ومبادئها",2,8,"Arabic",0.00156617071260767,7,4
"125","عند",2,3,"Arabic",0.00156617071260767,3,4
"126","هي",2,2,"Arabic",0.00156617071260767,7,4
"127","ويشمل",2,5,"Arabic",0.00156617071260767,9,4
"128","الاشتراك",2,8,"Arabic",0.00156617071260767,3,4
"129","والجماعات",2,9,"Arabic",0.00156617071260767,7,4
"130","دورية",2,5,"Arabic",0.00156617071260767,5,4
"131","وعلى",2,4,"Arabic",0.00156617071260767,4,4
"132","لشخصيته",2,7,"Arabic",0.00156617071260767,7,4
"133","العمل",2,5,"Arabic",0.00156617071260767,4,4
"134","وله",2,3,"Arabic",0.00156617071260767,6,4
"135","الحماية",2,7,"Arabic",0.00156617071260767,5,4
"136","البطالة",2,7,"Arabic",0.00156617071260767,5,4
"137","أجر",2,3,"Arabic",0.00156617071260767,3,4
"138","ولأسرته",2,7,"Arabic",0.00156617071260767,7,4
"139","وسائل",2,5,"Arabic",0.00156617071260767,5,4
"140","الفني",2,5,"Arabic",0.00156617071260767,7,4
"141","إنماء",2,5,"Arabic",0.00156617071260767,5,4
"142","وإلى",2,4,"Arabic",0.00156617071260767,7,4
"143","العلمي",2,6,"Arabic",0.00156617071260767,5,4
"144","ممارسة",2,6,"Arabic",0.00156617071260767,2,4
"145","وحرياته",2,7,"Arabic",0.00156617071260767,5,4
"146","الديباجة",1,8,"Arabic",0.000783085356303837,8,4
"147","لما",1,3,"Arabic",0.000783085356303837,7,4
"148","المتأصلة",1,8,"Arabic",0.000783085356303837,5,4
"149","أعضاء",1,5,"Arabic",0.000783085356303837,5,4
"150","البشرية",1,7,"Arabic",0.000783085356303837,5,4
"151","وبحقوقهم",1,8,"Arabic",0.000783085356303837,3,4
"152","المتساوية",1,9,"Arabic",0.000783085356303837,4,4
"153","الثابتة",1,7,"Arabic",0.000783085356303837,9,4
"154","هو",1,2,"Arabic",0.000783085356303837,5,4
"155","والعدل",1,6,"Arabic",0.000783085356303837,4,4
"156","والسلام",1,7,"Arabic",0.000783085356303837,6,4
"157","العالم",1,6,"Arabic",0.000783085356303837,6,4
"158","تناسي",1,5,"Arabic",0.000783085356303837,5,4
"159","وازدراؤها",1,9,"Arabic",0.000783085356303837,4,4
"160","أفضيا",1,5,"Arabic",0.000783085356303837,6,4
"161","همجية",1,5,"Arabic",0.000783085356303837,7,4
"162","آذت",1,3,"Arabic",0.000783085356303837,5,4
"163","الضمير",1,6,"Arabic",0.000783085356303837,6,4
"164","الإنساني",1,8,"Arabic",0.000783085356303837,7,4
"165","وكان",1,4,"Arabic",0.000783085356303837,4,4
"166","غاية",1,4,"Arabic",0.000783085356303837,5,4
"167","يرنو",1,4,"Arabic",0.000783085356303837,5,4
"168","عامة",1,4,"Arabic",0.000783085356303837,5,4
"169","البشر",1,5,"Arabic",0.000783085356303837,5,4
"170","انبثاق",1,6,"Arabic",0.000783085356303837,4,4
"171","عالم",1,4,"Arabic",0.000783085356303837,8,4
"172","يتمتع",1,5,"Arabic",0.000783085356303837,8,4
"173","بحرية",1,5,"Arabic",0.000783085356303837,6,4
"174","القول",1,5,"Arabic",0.000783085356303837,6,4
"175","والعقيدة",1,8,"Arabic",0.000783085356303837,6,4
"176","ويتحرر",1,6,"Arabic",0.000783085356303837,9,4
"177","الفزع",1,5,"Arabic",0.000783085356303837,4,4
"178","والفاقة",1,7,"Arabic",0.000783085356303837,4,4
"179","الضروري",1,7,"Arabic",0.000783085356303837,6,4
"180","يتولى",1,5,"Arabic",0.000783085356303837,7,4
"181","لكيلا",1,5,"Arabic",0.000783085356303837,4,4
"182","يضطر",1,4,"Arabic",0.000783085356303837,3,4
"183","المرء",1,5,"Arabic",0.000783085356303837,3,4
"184","الأمر",1,5,"Arabic",0.000783085356303837,7,4
"185","التمرد",1,6,"Arabic",0.000783085356303837,5,4
"186","الاستبداد",1,9,"Arabic",0.000783085356303837,6,4
"187","والظلم",1,6,"Arabic",0.000783085356303837,7,4
"188","الجوهري",1,7,"Arabic",0.000783085356303837,6,4
"189","تنمية",1,5,"Arabic",0.000783085356303837,8,4
"190","العلاقات",1,8,"Arabic",0.000783085356303837,9,4
"191","الودية",1,6,"Arabic",0.000783085356303837,2,4
"192","شعوب",1,4,"Arabic",0.000783085356303837,5,4
"193","أكدت",1,4,"Arabic",0.000783085356303837,4,4
"194","الميثاق",1,7,"Arabic",0.000783085356303837,6,4
"195","جديد",1,4,"Arabic",0.000783085356303837,6,4
"196","إيمانها",1,7,"Arabic",0.000783085356303837,4,4
"197","وبكرامة",1,7,"Arabic",0.000783085356303837,7,4
"198","وقدره",1,5,"Arabic",0.000783085356303837,5,4
"199","للرجال",1,6,"Arabic",0.000783085356303837,5,4
"200","وحزمت",1,5,"Arabic",0.000783085356303837,7,4
"201","أمرها",1,5,"Arabic",0.000783085356303837,8,4
"202","تدفع",1,4,"Arabic",0.000783085356303837,4,4
"203","بالرقي",1,6,"Arabic",0.000783085356303837,7,4
"204","ترفع",1,4,"Arabic",0.000783085356303837,6,4
"205","جو",1,2,"Arabic",0.000783085356303837,4,4
"206","أفسح",1,4,"Arabic",0.000783085356303837,3,4
"207","تعهدت",1,5,"Arabic",0.000783085356303837,5,4
"208","بالتعاون",1,8,"Arabic",0.000783085356303837,8,4
"209","ضمان",1,4,"Arabic",0.000783085356303837,5,4
"210","اطراد",1,5,"Arabic",0.000783085356303837,6,4
"211","مراعاة",1,6,"Arabic",0.000783085356303837,7,4
"212","للإدراك",1,7,"Arabic",0.000783085356303837,3,4
"213","لهذه",1,4,"Arabic",0.000783085356303837,4,4
"214","الأهمية",1,7,"Arabic",0.000783085356303837,5,5
"215","الكبرى",1,6,"Arabic",0.000783085356303837,4,5
"216","للوفاء",1,6,"Arabic",0.000783085356303837,3,5
"217","التام",1,5,"Arabic",0.000783085356303837,7,5
"218","التعهد",1,6,"Arabic",0.000783085356303837,7,5
"219","فإن",1,3,"Arabic",0.000783085356303837,7,5
"220","الجمعية",1,7,"Arabic",0.000783085356303837,5,5
"221","تنادي",1,5,"Arabic",0.000783085356303837,9,5
"222","العالمي",1,7,"Arabic",0.000783085356303837,6,5
"223","لحقوق",1,5,"Arabic",0.000783085356303837,7,5
"224","المستوى",1,7,"Arabic",0.000783085356303837,6,5
"225","المشترك",1,7,"Arabic",0.000783085356303837,6,5
"226","ينبغي",1,5,"Arabic",0.000783085356303837,6,5
"227","تستهدفه",1,7,"Arabic",0.000783085356303837,9,5
"228","كافة",1,4,"Arabic",0.000783085356303837,6,5
"229","والأمم",1,6,"Arabic",0.000783085356303837,5,5
"230","حتى",1,3,"Arabic",0.000783085356303837,9,5
"231","يسعى",1,4,"Arabic",0.000783085356303837,5,5
"232","وهيئة",1,5,"Arabic",0.000783085356303837,9,5
"233","واضعين",1,6,"Arabic",0.000783085356303837,4,5
"234","الدوام",1,6,"Arabic",0.000783085356303837,2,5
"235","نصب",1,3,"Arabic",0.000783085356303837,7,5
"236","أعينهم",1,6,"Arabic",0.000783085356303837,6,5
"237","توطيد",1,5,"Arabic",0.000783085356303837,4,5
"238","طريق",1,4,"Arabic",0.000783085356303837,5,5
"239","والتربية",1,8,"Arabic",0.000783085356303837,3,5
"240","واتخاذ",1,6,"Arabic",0.000783085356303837,3,5
"241","إجراءات",1,7,"Arabic",0.000783085356303837,5,5
"242","مطردة",1,5,"Arabic",0.000783085356303837,3,5
"243","قومية",1,5,"Arabic",0.000783085356303837,5,5
"244","وعالمية",1,7,"Arabic",0.000783085356303837,4,5
"245","بها",1,3,"Arabic",0.000783085356303837,4,5
"246","بصورة",1,5,"Arabic",0.000783085356303837,7,5
"247","عالمية",1,6,"Arabic",0.000783085356303837,9,5
"248","فعالة",1,5,"Arabic",0.000783085356303837,4,5
"249","ذاتها",1,5,"Arabic",0.000783085356303837,7,5
"250","وشعوب",1,5,"Arabic",0.000783085356303837,5,5
"251","البقاع",1,6,"Arabic",0.000783085356303837,5,5
"252","الخاضعة",1,7,"Arabic",0.000783085356303837,4,5
"253","لسلطانها",1,8,"Arabic",0.000783085356303837,5,5
"254","يولد",1,4,"Arabic",0.000783085356303837,3,5
"255","متساوين",1,7,"Arabic",0.000783085356303837,8,5
"256","الكرامة",1,7,"Arabic",0.000783085356303837,3,5
"257","والحقوق",1,7,"Arabic",0.000783085356303837,5,5
"258","وقد",1,3,"Arabic",0.000783085356303837,6,5
"259","وهبوا",1,5,"Arabic",0.000783085356303837,5,5
"260","وعليهم",1,6,"Arabic",0.000783085356303837,8,5
"261","يعامل",1,5,"Arabic",0.000783085356303837,5,5
"262","بعضهم",1,5,"Arabic",0.000783085356303837,7,5
"263","بروح",1,4,"Arabic",0.000783085356303837,5,5
"264","الإخاء",1,6,"Arabic",0.000783085356303837,10,5
"265","كالتمييز",1,8,"Arabic",0.000783085356303837,7,5
"266","العنصر",1,6,"Arabic",0.000783085356303837,7,5
"267","اللون",1,5,"Arabic",0.000783085356303837,3,5
"268","اللغة",1,5,"Arabic",0.000783085356303837,7,5
"269","رأي",1,3,"Arabic",0.000783085356303837,4,5
"270","الأصل",1,5,"Arabic",0.000783085356303837,5,5
"271","الثروة",1,6,"Arabic",0.000783085356303837,6,5
"272","الميلاد",1,7,"Arabic",0.000783085356303837,6,5
"273","وضع",1,3,"Arabic",0.000783085356303837,8,5
"274","الرجال",1,6,"Arabic",0.000783085356303837,8,5
"275","وفضلا",1,5,"Arabic",0.000783085356303837,7,5
"276","عما",1,3,"Arabic",0.000783085356303837,4,5
"277","تقدم",1,4,"Arabic",0.000783085356303837,5,5
"278","فلن",1,3,"Arabic",0.000783085356303837,3,5
"279","هناك",1,4,"Arabic",0.000783085356303837,7,5
"280","أساسه",1,5,"Arabic",0.000783085356303837,5,5
"281","الوضع",1,5,"Arabic",0.000783085356303837,7,5
"282","القانوني",1,8,"Arabic",0.000783085356303837,8,5
"283","لبلد",1,4,"Arabic",0.000783085356303837,3,5
"284","ينتمي",1,5,"Arabic",0.000783085356303837,4,5
"285","البلد",1,5,"Arabic",0.000783085356303837,7,5
"286","مستقلا",1,6,"Arabic",0.000783085356303837,6,5
"287","تحت",1,3,"Arabic",0.000783085356303837,8,5
"288","الوصاية",1,7,"Arabic",0.000783085356303837,6,5
"289","متمتع",1,5,"Arabic",0.000783085356303837,8,5
"290","بالحكم",1,6,"Arabic",0.000783085356303837,6,5
"291","الذاتي",1,6,"Arabic",0.000783085356303837,6,5
"292","سيادته",1,6,"Arabic",0.000783085356303837,2,5
"293","خاضعة",1,5,"Arabic",0.000783085356303837,4,5
"294","لأي",1,3,"Arabic",0.000783085356303837,5,5
"295","والحرية",1,7,"Arabic",0.000783085356303837,6,5
"296","وسلامة",1,6,"Arabic",0.000783085356303837,7,5
"297","شخصه",1,4,"Arabic",0.000783085356303837,6,5
"298","لايجوز",1,6,"Arabic",0.000783085356303837,4,5
"299","استرقاق",1,7,"Arabic",0.000783085356303837,9,5
"300","استعباد",1,7,"Arabic",0.000783085356303837,5,5
"301","ويحظر",1,5,"Arabic",0.000783085356303837,7,5
"302","الاسترقاق",1,9,"Arabic",0.000783085356303837,7,5
"303","وتجارة",1,6,"Arabic",0.000783085356303837,5,5
"304","الرقيق",1,6,"Arabic",0.000783085356303837,4,5
"305","أوضاعهما",1,8,"Arabic",0.000783085356303837,4,5
"306","لايعرض",1,6,"Arabic",0.000783085356303837,2,5
"307","للتعذيب",1,7,"Arabic",0.000783085356303837,5,5
"308","ولا",1,3,"Arabic",0.000783085356303837,5,5
"309","للعقوبات",1,8,"Arabic",0.000783085356303837,5,5
"310","المعاملات",1,9,"Arabic",0.000783085356303837,6,5
"311","القاسية",1,7,"Arabic",0.000783085356303837,3,5
"312","الوحشية",1,7,"Arabic",0.000783085356303837,5,5
"313","الحاطة",1,6,"Arabic",0.000783085356303837,4,5
"314","أينما",1,5,"Arabic",0.000783085356303837,4,5
"315","وجد",1,3,"Arabic",0.000783085356303837,3,5
"316","يعترف",1,5,"Arabic",0.000783085356303837,5,5
"317","بشخصيته",1,7,"Arabic",0.000783085356303837,4,5
"318","القانونية",1,9,"Arabic",0.000783085356303837,6,5
"319","سواسية",1,6,"Arabic",0.000783085356303837,4,5
"320","ولهم",1,4,"Arabic",0.000783085356303837,4,5
"321","متكافئة",1,7,"Arabic",0.000783085356303837,6,5
"322","لهم",1,3,"Arabic",0.000783085356303837,3,5
"323","جميعا",1,5,"Arabic",0.000783085356303837,3,5
"324","ضد",1,2,"Arabic",0.000783085356303837,8,5
"325","تميز",1,4,"Arabic",0.000783085356303837,6,5
"326","يخل",1,3,"Arabic",0.000783085356303837,6,5
"327","وضد",1,3,"Arabic",0.000783085356303837,6,5
"328","تحريض",1,5,"Arabic",0.000783085356303837,4,5
"329","كهذا",1,4,"Arabic",0.000783085356303837,6,5
"330","المحاكم",1,7,"Arabic",0.000783085356303837,6,5
"331","الوطنية",1,7,"Arabic",0.000783085356303837,5,5
"332","لإنصافه",1,7,"Arabic",0.000783085356303837,2,5
"333","اعتداء",1,6,"Arabic",0.000783085356303837,10,5
"334","يمنحها",1,6,"Arabic",0.000783085356303837,4,5
"335","القبض",1,5,"Arabic",0.000783085356303837,5,5
"336","حجزه",1,4,"Arabic",0.000783085356303837,4,5
"337","نفيه",1,4,"Arabic",0.000783085356303837,7,5
"338","الآخرين",1,7,"Arabic",0.000783085356303837,5,5
"339","تنظر",1,4,"Arabic",0.000783085356303837,7,5
"340","قضيته",1,5,"Arabic",0.000783085356303837,3,5
"341","محكمة",1,5,"Arabic",0.000783085356303837,5,5
"342","مستقلة",1,6,"Arabic",0.000783085356303837,6,5
"343","للفصل",1,5,"Arabic",0.000783085356303837,4,5
"344","والتزاماته",1,10,"Arabic",0.000783085356303837,6,5
"345","وأية",1,4,"Arabic",0.000783085356303837,4,5
"346","تهمة",1,4,"Arabic",0.000783085356303837,6,5
"347","جنائية",1,6,"Arabic",0.000783085356303837,5,5
"348","توجه",1,4,"Arabic",0.000783085356303837,7,5
"349","متهم",1,4,"Arabic",0.000783085356303837,3,5
"350","بجريمة",1,6,"Arabic",0.000783085356303837,6,5
"351","تثبت",1,4,"Arabic",0.000783085356303837,6,5
"352","إدانته",1,6,"Arabic",0.000783085356303837,9,5
"353","بمحاكمة",1,7,"Arabic",0.000783085356303837,5,5
"354","علنية",1,5,"Arabic",0.000783085356303837,5,5
"355","تؤمن",1,4,"Arabic",0.000783085356303837,8,5
"356","الضمانات",1,8,"Arabic",0.000783085356303837,4,5
"357","الضرورية",1,8,"Arabic",0.000783085356303837,6,5
"358","للدفاع",1,6,"Arabic",0.000783085356303837,6,5
"359","يدان",1,4,"Arabic",0.000783085356303837,4,5
"360","جراء",1,4,"Arabic",0.000783085356303837,7,5
"361","الامتناع",1,8,"Arabic",0.000783085356303837,5,5
"362","إذا",1,3,"Arabic",0.000783085356303837,3,5
"363","للقانون",1,7,"Arabic",0.000783085356303837,4,5
"364","الارتكاب",1,8,"Arabic",0.000783085356303837,5,5
"365","كذلك",1,4,"Arabic",0.000783085356303837,4,5
"366","توقع",1,4,"Arabic",0.000783085356303837,4,5
"367","عليه",1,4,"Arabic",0.000783085356303837,7,5
"368","عقوبة",1,5,"Arabic",0.000783085356303837,5,5
"369","أشد",1,3,"Arabic",0.000783085356303837,7,5
"370","توقيعها",1,7,"Arabic",0.000783085356303837,7,5
"371","ارتكاب",1,6,"Arabic",0.000783085356303837,6,5
"372","الجريمة",1,7,"Arabic",0.000783085356303837,8,6
"373","يعرض",1,4,"Arabic",0.000783085356303837,4,6
"374","لتدخل",1,5,"Arabic",0.000783085356303837,2,6
"375","تعسفي",1,5,"Arabic",0.000783085356303837,5,6
"376","حياته",1,5,"Arabic",0.000783085356303837,5,6
"377","الخاصة",1,6,"Arabic",0.000783085356303837,4,6
"378","أسرته",1,5,"Arabic",0.000783085356303837,5,6
"379","مسكنه",1,5,"Arabic",0.000783085356303837,5,6
"380","مراسلاته",1,8,"Arabic",0.000783085356303837,6,6
"381","لحملات",1,6,"Arabic",0.000783085356303837,5,6
"382","شرفه",1,4,"Arabic",0.000783085356303837,6,6
"383","وسمعته",1,6,"Arabic",0.000783085356303837,7,6
"384","ولكل",1,4,"Arabic",0.000783085356303837,7,6
"385","مثل",1,3,"Arabic",0.000783085356303837,4,6
"386","التدخل",1,6,"Arabic",0.000783085356303837,6,6
"387","الحملات",1,7,"Arabic",0.000783085356303837,6,6
"388","التنقل",1,6,"Arabic",0.000783085356303837,6,6
"389","واختيار",1,7,"Arabic",0.000783085356303837,4,6
"390","محل",1,3,"Arabic",0.000783085356303837,8,6
"391","إقامته",1,6,"Arabic",0.000783085356303837,6,6
"392","داخل",1,4,"Arabic",0.000783085356303837,3,6
"393","حدود",1,4,"Arabic",0.000783085356303837,4,6
"394","يغادر",1,5,"Arabic",0.000783085356303837,9,6
"395","بما",1,3,"Arabic",0.000783085356303837,5,6
"396","بلده",1,4,"Arabic",0.000783085356303837,4,6
"397","العودة",1,6,"Arabic",0.000783085356303837,3,6
"398","يحاول",1,5,"Arabic",0.000783085356303837,8,6
"399","الالتجاء",1,8,"Arabic",0.000783085356303837,6,6
"400","الاضطهاد",1,8,"Arabic",0.000783085356303837,4,6
"401","ينتفع",1,5,"Arabic",0.000783085356303837,6,6
"402","للمحاكمة",1,8,"Arabic",0.000783085356303837,2,6
"403","جرائم",1,5,"Arabic",0.000783085356303837,5,6
"404","سياسية",1,6,"Arabic",0.000783085356303837,8,6
"405","لأعمال",1,6,"Arabic",0.000783085356303837,7,6
"406","تناقض",1,5,"Arabic",0.000783085356303837,6,6
"407","بجنسية",1,6,"Arabic",0.000783085356303837,3,6
"408","حرمان",1,5,"Arabic",0.000783085356303837,5,6
"409","جنسيته",1,6,"Arabic",0.000783085356303837,4,6
"410","إنكار",1,5,"Arabic",0.000783085356303837,6,6
"411","حقه",1,3,"Arabic",0.000783085356303837,4,6
"412","تغييرها",1,7,"Arabic",0.000783085356303837,7,6
"413","للرجل",1,5,"Arabic",0.000783085356303837,3,6
"414","والمرأة",1,7,"Arabic",0.000783085356303837,9,6
"415","متى",1,3,"Arabic",0.000783085356303837,7,6
"416","بلغا",1,4,"Arabic",0.000783085356303837,7,6
"417","سن",1,2,"Arabic",0.000783085356303837,3,6
"418","التزوج",1,6,"Arabic",0.000783085356303837,5,6
"419","وتأسيس",1,6,"Arabic",0.000783085356303837,8,6
"420","أسرة",1,4,"Arabic",0.000783085356303837,6,6
"421","ولهما",1,5,"Arabic",0.000783085356303837,8,6
"422","وأثناء",1,6,"Arabic",0.000783085356303837,8,6
"423","قيامه",1,5,"Arabic",0.000783085356303837,5,6
"424","وعند",1,4,"Arabic",0.000783085356303837,5,6
"425","انحلاله",1,7,"Arabic",0.000783085356303837,6,6
"426","يبرم",1,4,"Arabic",0.000783085356303837,3,6
"427","عقد",1,3,"Arabic",0.000783085356303837,5,6
"428","برضى",1,4,"Arabic",0.000783085356303837,2,6
"429","الطرفين",1,7,"Arabic",0.000783085356303837,8,6
"430","الراغبين",1,8,"Arabic",0.000783085356303837,2,6
"431","رضى",1,3,"Arabic",0.000783085356303837,3,6
"432","إكراه",1,5,"Arabic",0.000783085356303837,3,6
"433","الوحدة",1,6,"Arabic",0.000783085356303837,5,6
"434","الطبيعية",1,8,"Arabic",0.000783085356303837,4,6
"435","للمجتمع",1,7,"Arabic",0.000783085356303837,8,6
"436","ولها",1,4,"Arabic",0.000783085356303837,4,6
"437","والدولة",1,7,"Arabic",0.000783085356303837,4,6
"438","التملك",1,6,"Arabic",0.000783085356303837,2,6
"439","بمفرده",1,6,"Arabic",0.000783085356303837,7,6
"440","بالاشتراك",1,9,"Arabic",0.000783085356303837,4,6
"441","غيره",1,4,"Arabic",0.000783085356303837,5,6
"442","تجريد",1,5,"Arabic",0.000783085356303837,4,6
"443","ملكه",1,4,"Arabic",0.000783085356303837,3,6
"444","التفكير",1,7,"Arabic",0.000783085356303837,9,6
"445","والضمير",1,7,"Arabic",0.000783085356303837,6,6
"446","والدين",1,6,"Arabic",0.000783085356303837,3,6
"447","تغيير",1,5,"Arabic",0.000783085356303837,7,6
"448","ديانته",1,6,"Arabic",0.000783085356303837,7,6
"449","عقيدته",1,6,"Arabic",0.000783085356303837,7,6
