"","family","type","count","length","lang","relative_frequency","random_baseline","min_baseline"
"129","Indo-European","themselves",2,10,"English",0.00116144018583043,8,5
"130","Indo-European","cooperation",2,11,"English",0.00116144018583043,8,5
"131","Indo-European","understanding",2,13,"English",0.00116144018583043,6,5
"132","Indo-European","realization",2,11,"English",0.00116144018583043,6,5
"133","Indo-European","standard",2,8,"English",0.00116144018583043,3,5
"134","Indo-European","every",2,5,"English",0.00116144018583043,11,5
"135","Indo-European","teaching",2,8,"English",0.00116144018583043,5,5
"136","Indo-European","effective",2,9,"English",0.00116144018583043,8,5
"137","Indo-European","born",2,4,"English",0.00116144018583043,7,5
"138","Indo-European","they",2,4,"English",0.00116144018583043,7,5
"139","Indo-European","distinction",2,11,"English",0.00116144018583043,6,5
"140","Indo-European","kind",2,4,"English",0.00116144018583043,10,5
"141","Indo-European","race",2,4,"English",0.00116144018583043,8,5
"142","Indo-European","opinion",2,7,"English",0.00116144018583043,7,5
"143","Indo-European","status",2,6,"English",0.00116144018583043,10,5
"144","Indo-European","made",2,4,"English",0.00116144018583043,4,5
"145","Indo-European","whether",2,7,"English",0.00116144018583043,8,5
"146","Indo-European","independent",2,11,"English",0.00116144018583043,2,5
"147","Indo-European","non",2,3,"English",0.00116144018583043,6,5
"148","Indo-European","slavery",2,7,"English",0.00116144018583043,7,5
"149","Indo-European","trade",2,5,"English",0.00116144018583043,2,5
"150","Indo-European","before",2,6,"English",0.00116144018583043,13,5
"151","Indo-European","him",2,3,"English",0.00116144018583043,5,5
"152","Indo-European","arbitrary",2,9,"English",0.00116144018583043,7,5
"153","Indo-European","guilty",2,6,"English",0.00116144018583043,5,5
"154","Indo-European","he",2,2,"English",0.00116144018583043,6,5
"155","Indo-European","time",2,4,"English",0.00116144018583043,2,5
"156","Indo-European","committed",2,9,"English",0.00116144018583043,7,5
"157","Indo-European","attacks",2,7,"English",0.00116144018583043,6,6
"158","Indo-European","each",2,4,"English",0.00116144018583043,6,6
"159","Indo-European","own",2,3,"English",0.00116144018583043,4,6
"160","Indo-European","seek",2,4,"English",0.00116144018583043,8,6
"161","Indo-European","case",2,4,"English",0.00116144018583043,10,6
"162","Indo-European","contrary",2,8,"English",0.00116144018583043,9,6
"163","Indo-European","purposes",2,8,"English",0.00116144018583043,8,6
"164","Indo-European","principles",2,10,"English",0.00116144018583043,2,6
"165","Indo-European","arbitrarily",2,11,"English",0.00116144018583043,8,6
"166","Indo-European","deprived",2,8,"English",0.00116144018583043,4,6
"167","Indo-European","change",2,6,"English",0.00116144018583043,9,6
"168","Indo-European","age",2,3,"English",0.00116144018583043,8,6
"169","Indo-European","due",2,3,"English",0.00116144018583043,10,6
"170","Indo-European","its",2,3,"English",0.00116144018583043,10,6
"171","Indo-European","only",2,4,"English",0.00116144018583043,5,6
"172","Indo-European","group",2,5,"English",0.00116144018583043,10,6
"173","Indo-European","well",2,4,"English",0.00116144018583043,11,6
"174","Indo-European","includes",2,8,"English",0.00116144018583043,3,6
"175","Indo-European","government",2,10,"English",0.00116144018583043,8,6
"176","Indo-European","freely",2,6,"English",0.00116144018583043,10,6
"177","Indo-European","will",2,4,"English",0.00116144018583043,12,6
"178","Indo-European","periodic",2,8,"English",0.00116144018583043,6,6
"179","Indo-European","cultural",2,8,"English",0.00116144018583043,7,6
"180","Indo-European","favourable",2,10,"English",0.00116144018583043,6,6
"181","Indo-European","unemployment",2,12,"English",0.00116144018583043,4,6
"182","Indo-European","pay",2,3,"English",0.00116144018583043,9,6
"183","Indo-European","himself",2,7,"English",0.00116144018583043,4,6
"184","Indo-European","interests",2,9,"English",0.00116144018583043,8,6
"185","Indo-European","care",2,4,"English",0.00116144018583043,7,6
"186","Indo-European","children",2,8,"English",0.00116144018583043,6,6
"187","Indo-European","elementary",2,10,"English",0.00116144018583043,8,6
"188","Indo-European","scientific",2,10,"English",0.00116144018583043,7,6
"189","Indo-European","order",2,5,"English",0.00116144018583043,6,6
"190","Indo-European","Preamble",1,8,"English",0.000580720092915215,9,6
"191","Indo-European","inherent",1,8,"English",0.000580720092915215,14,6
"192","Indo-European","inalienable",1,11,"English",0.000580720092915215,7,6
"193","Indo-European","members",1,7,"English",0.000580720092915215,6,6
"194","Indo-European","foundation",1,10,"English",0.000580720092915215,8,6
"195","Indo-European","justice",1,7,"English",0.000580720092915215,6,6
"196","Indo-European","disregard",1,9,"English",0.000580720092915215,4,6
"197","Indo-European","contempt",1,8,"English",0.000580720092915215,9,6
"198","Indo-European","resulted",1,8,"English",0.000580720092915215,3,6
"199","Indo-European","barbarous",1,9,"English",0.000580720092915215,6,6
"200","Indo-European","outraged",1,8,"English",0.000580720092915215,4,6
"201","Indo-European","mankind",1,7,"English",0.000580720092915215,7,6
"202","Indo-European","advent",1,6,"English",0.000580720092915215,8,6
"203","Indo-European","speech",1,6,"English",0.000580720092915215,4,6
"204","Indo-European","fear",1,4,"English",0.000580720092915215,10,6
"205","Indo-European","want",1,4,"English",0.000580720092915215,11,6
"206","Indo-European","been",1,4,"English",0.000580720092915215,10,6
"207","Indo-European","proclaimed",1,10,"English",0.000580720092915215,8,6
"208","Indo-European","highest",1,7,"English",0.000580720092915215,5,6
"209","Indo-European","aspiration",1,10,"English",0.000580720092915215,3,6
"210","Indo-European","man",1,3,"English",0.000580720092915215,7,6
"211","Indo-European","recourse",1,8,"English",0.000580720092915215,6,6
"212","Indo-European","last",1,4,"English",0.000580720092915215,7,6
"213","Indo-European","resort",1,6,"English",0.000580720092915215,8,6
"214","Indo-European","rebellion",1,9,"English",0.000580720092915215,11,6
"215","Indo-European","tyranny",1,7,"English",0.000580720092915215,2,6
"216","Indo-European","oppression",1,10,"English",0.000580720092915215,3,6
"217","Indo-European","protected",1,9,"English",0.000580720092915215,8,6
"218","Indo-European","rule",1,4,"English",0.000580720092915215,6,6
"219","Indo-European","friendly",1,8,"English",0.000580720092915215,6,6
"220","Indo-European","relations",1,9,"English",0.000580720092915215,9,6
"221","Indo-European","between",1,7,"English",0.000580720092915215,6,6
"222","Indo-European","Charter",1,7,"English",0.000580720092915215,9,6
"223","Indo-European","reaffirmed",1,10,"English",0.000580720092915215,10,6
"224","Indo-European","faith",1,5,"English",0.000580720092915215,9,6
"225","Indo-European","worth",1,5,"English",0.000580720092915215,5,7
"226","Indo-European","progress",1,8,"English",0.000580720092915215,4,7
"227","Indo-European","better",1,6,"English",0.000580720092915215,4,7
"228","Indo-European","standards",1,9,"English",0.000580720092915215,3,7
"229","Indo-European","larger",1,6,"English",0.000580720092915215,8,7
"230","Indo-European","pledged",1,7,"English",0.000580720092915215,7,7
"231","Indo-European","achieve",1,7,"English",0.000580720092915215,6,7
"232","Indo-European","promotion",1,9,"English",0.000580720092915215,7,7
"233","Indo-European","greatest",1,8,"English",0.000580720092915215,8,7
"234","Indo-European","importance",1,10,"English",0.000580720092915215,8,7
"235","Indo-European","pledge",1,6,"English",0.000580720092915215,11,7
"236","Indo-European","now",1,3,"English",0.000580720092915215,4,7
"237","Indo-European","therefore",1,9,"English",0.000580720092915215,11,7
"238","Indo-European","General",1,7,"English",0.000580720092915215,4,7
"239","Indo-European","Assembly",1,8,"English",0.000580720092915215,8,7
"240","Indo-European","proclaims",1,9,"English",0.000580720092915215,8,7
"241","Indo-European","achievement",1,11,"English",0.000580720092915215,10,7
"242","Indo-European","end",1,3,"English",0.000580720092915215,7,7
"243","Indo-European","individual",1,10,"English",0.000580720092915215,5,7
"244","Indo-European","organ",1,5,"English",0.000580720092915215,8,7
"245","Indo-European","keeping",1,7,"English",0.000580720092915215,3,7
"246","Indo-European","constantly",1,10,"English",0.000580720092915215,7,7
"247","Indo-European","mind",1,4,"English",0.000580720092915215,7,7
"248","Indo-European","strive",1,6,"English",0.000580720092915215,12,7
"249","Indo-European","progressive",1,11,"English",0.000580720092915215,4,7
"250","Indo-European","measures",1,8,"English",0.000580720092915215,5,7
"251","Indo-European","secure",1,6,"English",0.000580720092915215,6,7
"252","Indo-European","both",1,4,"English",0.000580720092915215,6,7
"253","Indo-European","territories",1,11,"English",0.000580720092915215,10,7
"254","Indo-European","jurisdiction",1,12,"English",0.000580720092915215,5,7
"255","Indo-European","i",1,1,"English",0.000580720092915215,7,7
"256","Indo-European","endowed",1,7,"English",0.000580720092915215,7,7
"257","Indo-European","reason",1,6,"English",0.000580720092915215,11,7
"258","Indo-European","towards",1,7,"English",0.000580720092915215,3,7
"259","Indo-European","another",1,7,"English",0.000580720092915215,7,7
"260","Indo-European","spirit",1,6,"English",0.000580720092915215,5,7
"261","Indo-European","brotherhood",1,11,"English",0.000580720092915215,8,7
"262","Indo-European","colour",1,6,"English",0.000580720092915215,6,7
"263","Indo-European","sex",1,3,"English",0.000580720092915215,5,7
"264","Indo-European","language",1,8,"English",0.000580720092915215,6,7
"265","Indo-European","origin",1,6,"English",0.000580720092915215,4,7
"266","Indo-European","birth",1,5,"English",0.000580720092915215,10,7
"267","Indo-European","furthermore",1,11,"English",0.000580720092915215,9,7
"268","Indo-European","jurisdictional",1,14,"English",0.000580720092915215,2,7
"269","Indo-European","territory",1,9,"English",0.000580720092915215,5,7
"270","Indo-European","belongs",1,7,"English",0.000580720092915215,10,7
"271","Indo-European","trust",1,5,"English",0.000580720092915215,10,7
"272","Indo-European","self",1,4,"English",0.000580720092915215,7,7
"273","Indo-European","governing",1,9,"English",0.000580720092915215,10,7
"274","Indo-European","sovereignty",1,11,"English",0.000580720092915215,11,7
"275","Indo-European","liberty",1,7,"English",0.000580720092915215,9,7
"276","Indo-European","servitude",1,9,"English",0.000580720092915215,9,7
"277","Indo-European","slave",1,5,"English",0.000580720092915215,3,7
"278","Indo-European","prohibited",1,10,"English",0.000580720092915215,2,7
"279","Indo-European","forms",1,5,"English",0.000580720092915215,5,7
"280","Indo-European","torture",1,7,"English",0.000580720092915215,10,7
"281","Indo-European","cruel",1,5,"English",0.000580720092915215,7,7
"282","Indo-European","inhuman",1,7,"English",0.000580720092915215,5,7
"283","Indo-European","degrading",1,9,"English",0.000580720092915215,11,7
"284","Indo-European","treatment",1,9,"English",0.000580720092915215,8,7
"285","Indo-European","punishment",1,10,"English",0.000580720092915215,3,7
"286","Indo-European","everywhere",1,10,"English",0.000580720092915215,9,7
"287","Indo-European","violation",1,9,"English",0.000580720092915215,7,7
"288","Indo-European","incitement",1,10,"English",0.000580720092915215,2,7
"289","Indo-European","remedy",1,6,"English",0.000580720092915215,6,7
"290","Indo-European","competent",1,9,"English",0.000580720092915215,4,7
"291","Indo-European","tribunals",1,9,"English",0.000580720092915215,5,7
"292","Indo-European","violating",1,9,"English",0.000580720092915215,10,7
"293","Indo-European","granted",1,7,"English",0.000580720092915215,5,7
"294","Indo-European","constitution",1,12,"English",0.000580720092915215,6,7
"295","Indo-European","arrest",1,6,"English",0.000580720092915215,8,7
"296","Indo-European","detention",1,9,"English",0.000580720092915215,6,7
"297","Indo-European","exile",1,5,"English",0.000580720092915215,4,7
"298","Indo-European","equality",1,8,"English",0.000580720092915215,3,7
"299","Indo-European","fair",1,4,"English",0.000580720092915215,7,7
"300","Indo-European","hearing",1,7,"English",0.000580720092915215,7,7
"301","Indo-European","impartial",1,9,"English",0.000580720092915215,6,7
"302","Indo-European","tribunal",1,8,"English",0.000580720092915215,6,8
"303","Indo-European","determination",1,13,"English",0.000580720092915215,3,8
"304","Indo-European","obligations",1,11,"English",0.000580720092915215,7,8
"305","Indo-European","criminal",1,8,"English",0.000580720092915215,7,8
"306","Indo-European","charge",1,6,"English",0.000580720092915215,2,8
"307","Indo-European","charged",1,7,"English",0.000580720092915215,10,8
"308","Indo-European","presumed",1,8,"English",0.000580720092915215,8,8
"309","Indo-European","innocent",1,8,"English",0.000580720092915215,3,8
"310","Indo-European","until",1,5,"English",0.000580720092915215,11,8
"311","Indo-European","proved",1,6,"English",0.000580720092915215,7,8
"312","Indo-European","according",1,9,"English",0.000580720092915215,12,8
"313","Indo-European","trial",1,5,"English",0.000580720092915215,5,8
"314","Indo-European","had",1,3,"English",0.000580720092915215,6,8
"315","Indo-European","guarantees",1,10,"English",0.000580720092915215,1,8
"316","Indo-European","defence",1,7,"English",0.000580720092915215,6,8
"317","Indo-European","account",1,7,"English",0.000580720092915215,5,8
"318","Indo-European","omission",1,8,"English",0.000580720092915215,5,8
"319","Indo-European","did",1,3,"English",0.000580720092915215,8,8
"320","Indo-European","constitute",1,10,"English",0.000580720092915215,8,8
"321","Indo-European","when",1,4,"English",0.000580720092915215,5,8
"322","Indo-European","heavier",1,7,"English",0.000580720092915215,6,8
"323","Indo-European","penalty",1,7,"English",0.000580720092915215,10,8
"324","Indo-European","imposed",1,7,"English",0.000580720092915215,7,8
"325","Indo-European","than",1,4,"English",0.000580720092915215,5,8
"326","Indo-European","applicable",1,10,"English",0.000580720092915215,9,8
"327","Indo-European","privacy",1,7,"English",0.000580720092915215,8,8
"328","Indo-European","home",1,4,"English",0.000580720092915215,6,8
"329","Indo-European","correspondence",1,14,"English",0.000580720092915215,9,8
"330","Indo-European","upon",1,4,"English",0.000580720092915215,7,8
"331","Indo-European","honour",1,6,"English",0.000580720092915215,6,8
"332","Indo-European","reputation",1,10,"English",0.000580720092915215,6,8
"333","Indo-European","movement",1,8,"English",0.000580720092915215,6,8
"334","Indo-European","residence",1,9,"English",0.000580720092915215,3,8
"335","Indo-European","within",1,6,"English",0.000580720092915215,9,8
"336","Indo-European","borders",1,7,"English",0.000580720092915215,9,8
"337","Indo-European","leave",1,5,"English",0.000580720092915215,6,8
"338","Indo-European","return",1,6,"English",0.000580720092915215,9,8
"339","Indo-European","countries",1,9,"English",0.000580720092915215,5,8
"340","Indo-European","asylum",1,6,"English",0.000580720092915215,10,8
"341","Indo-European","persecution",1,11,"English",0.000580720092915215,6,8
"342","Indo-European","invoked",1,7,"English",0.000580720092915215,5,8
"343","Indo-European","prosecutions",1,12,"English",0.000580720092915215,9,8
"344","Indo-European","genuinely",1,9,"English",0.000580720092915215,5,8
"345","Indo-European","arising",1,7,"English",0.000580720092915215,6,8
"346","Indo-European","crimes",1,6,"English",0.000580720092915215,7,8
"347","Indo-European","denied",1,6,"English",0.000580720092915215,3,8
"348","Indo-European","marry",1,5,"English",0.000580720092915215,3,8
"349","Indo-European","found",1,5,"English",0.000580720092915215,3,8
"350","Indo-European","during",1,6,"English",0.000580720092915215,11,8
"351","Indo-European","dissolution",1,11,"English",0.000580720092915215,9,8
"352","Indo-European","entered",1,7,"English",0.000580720092915215,6,8
"353","Indo-European","into",1,4,"English",0.000580720092915215,12,8
"354","Indo-European","consent",1,7,"English",0.000580720092915215,9,8
"355","Indo-European","intending",1,9,"English",0.000580720092915215,15,8
"356","Indo-European","spouses",1,7,"English",0.000580720092915215,14,8
"357","Indo-European","natural",1,7,"English",0.000580720092915215,7,8
"358","Indo-European","unit",1,4,"English",0.000580720092915215,6,8
"359","Indo-European","thought",1,7,"English",0.000580720092915215,7,8
"360","Indo-European","either",1,6,"English",0.000580720092915215,4,8
"361","Indo-European","private",1,7,"English",0.000580720092915215,5,8
"362","Indo-European","manifest",1,8,"English",0.000580720092915215,5,8
"363","Indo-European","practice",1,8,"English",0.000580720092915215,6,8
"364","Indo-European","worship",1,7,"English",0.000580720092915215,4,9
"365","Indo-European","expression",1,10,"English",0.000580720092915215,4,9
"366","Indo-European","hold",1,4,"English",0.000580720092915215,3,9
"367","Indo-European","opinions",1,8,"English",0.000580720092915215,9,9
"368","Indo-European","receive",1,7,"English",0.000580720092915215,5,9
"369","Indo-European","impart",1,6,"English",0.000580720092915215,7,9
"370","Indo-European","information",1,11,"English",0.000580720092915215,5,9
"371","Indo-European","ideas",1,5,"English",0.000580720092915215,4,9
"372","Indo-European","media",1,5,"English",0.000580720092915215,9,9
"373","Indo-European","regardless",1,10,"English",0.000580720092915215,8,9
"374","Indo-European","frontiers",1,9,"English",0.000580720092915215,5,9
"375","Indo-European","peaceful",1,8,"English",0.000580720092915215,7,9
"376","Indo-European","assembly",1,8,"English",0.000580720092915215,7,9
"377","Indo-European","belong",1,6,"English",0.000580720092915215,7,9
"378","Indo-European","take",1,4,"English",0.000580720092915215,9,9
"379","Indo-European","part",1,4,"English",0.000580720092915215,4,9
"380","Indo-European","directly",1,8,"English",0.000580720092915215,13,9
"381","Indo-European","chosen",1,6,"English",0.000580720092915215,8,9
"382","Indo-European","representatives",1,15,"English",0.000580720092915215,7,9
"383","Indo-European","access",1,6,"English",0.000580720092915215,5,9
"384","Indo-European","service",1,7,"English",0.000580720092915215,11,9
"385","Indo-European","authority",1,9,"English",0.000580720092915215,4,9
"386","Indo-European","expressed",1,9,"English",0.000580720092915215,4,9
"387","Indo-European","genuine",1,7,"English",0.000580720092915215,10,9
"388","Indo-European","elections",1,9,"English",0.000580720092915215,3,9
"389","Indo-European","suffrage",1,8,"English",0.000580720092915215,10,9
"390","Indo-European","secret",1,6,"English",0.000580720092915215,11,9
"391","Indo-European","vote",1,4,"English",0.000580720092915215,6,9
"392","Indo-European","equivalent",1,10,"English",0.000580720092915215,8,9
"393","Indo-European","voting",1,6,"English",0.000580720092915215,6,9
"394","Indo-European","procedures",1,10,"English",0.000580720092915215,13,9
"395","Indo-European","member",1,6,"English",0.000580720092915215,5,9
"396","Indo-European","effort",1,6,"English",0.000580720092915215,3,9
"397","Indo-European","accordance",1,10,"English",0.000580720092915215,5,9
"398","Indo-European","organization",1,12,"English",0.000580720092915215,5,9
"399","Indo-European","resources",1,9,"English",0.000580720092915215,2,9
"400","Indo-European","economic",1,8,"English",0.000580720092915215,10,9
"401","Indo-European","indispensable",1,13,"English",0.000580720092915215,12,9
"402","Indo-European","choice",1,6,"English",0.000580720092915215,5,9
"403","Indo-European","employment",1,10,"English",0.000580720092915215,7,9
"404","Indo-European","conditions",1,10,"English",0.000580720092915215,10,9
"405","Indo-European","who",1,3,"English",0.000580720092915215,9,9
"406","Indo-European","works",1,5,"English",0.000580720092915215,9,9
"407","Indo-European","remuneration",1,12,"English",0.000580720092915215,11,9
"408","Indo-European","ensuring",1,8,"English",0.000580720092915215,10,9
"409","Indo-European","existence",1,9,"English",0.000580720092915215,8,9
"410","Indo-European","worthy",1,6,"English",0.000580720092915215,10,9
"411","Indo-European","supplemented",1,12,"English",0.000580720092915215,8,9
"412","Indo-European","means",1,5,"English",0.000580720092915215,9,9
"413","Indo-European","form",1,4,"English",0.000580720092915215,3,9
"414","Indo-European","join",1,4,"English",0.000580720092915215,7,9
"415","Indo-European","unions",1,6,"English",0.000580720092915215,11,9
"416","Indo-European","rest",1,4,"English",0.000580720092915215,4,9
"417","Indo-European","leisure",1,7,"English",0.000580720092915215,6,9
"418","Indo-European","reasonable",1,10,"English",0.000580720092915215,5,10
"419","Indo-European","working",1,7,"English",0.000580720092915215,9,10
"420","Indo-European","hours",1,5,"English",0.000580720092915215,4,10
"421","Indo-European","holidays",1,8,"English",0.000580720092915215,5,10
"422","Indo-European","living",1,6,"English",0.000580720092915215,8,10
"423","Indo-European","adequate",1,8,"English",0.000580720092915215,4,10
"424","Indo-European","health",1,6,"English",0.000580720092915215,9,10
"425","Indo-European","being",1,5,"English",0.000580720092915215,6,10
"426","Indo-European","food",1,4,"English",0.000580720092915215,13,10
"427","Indo-European","clothing",1,8,"English",0.000580720092915215,5,10
"428","Indo-European","housing",1,7,"English",0.000580720092915215,9,10
"429","Indo-European","medical",1,7,"English",0.000580720092915215,7,10
"430","Indo-European","services",1,8,"English",0.000580720092915215,9,10
"431","Indo-European","event",1,5,"English",0.000580720092915215,8,10
"432","Indo-European","sickness",1,8,"English",0.000580720092915215,10,10
"433","Indo-European","disability",1,10,"English",0.000580720092915215,5,10
